season,meeting_key,meeting_name,session_key,session_name,driver_number,driver_name,team_name,lap_number,lap_duration,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,st_speed,is_pit_out_lap,stint_number,compound,stint_lap_start,stint_lap_end,tyre_age_at_start,tyre_age_at_lap,avg_speed,max_speed,min_speed,speed_std,avg_rpm,max_rpm,min_rpm,rpm_std,avg_throttle,max_throttle,min_throttle,throttle_std,full_throttle_pct,brake_pct,brake_events,hard_brake_events,drs_pct,gear_changes,distance_traveled,trajectory_length,trajectory_variation,telemetry_points,trajectory_points,has_telemetry,has_trajectory
2024,1246,Singapore Grand Prix,9606,Race,14,Fernando ALONSO,Aston Martin,1,106.779,34.595,43.728,28.456,298.0,248,214.0,False,1,MEDIUM,1,25,1,1.0,161.66995073891624,298.0,0.0,62.35856456714202,9602.295566502464,12341.0,4353.0,1580.0548834796627,49.714285714285715,100.0,0.0,42.98684806150824,0.3497536945812808,0.2684729064039409,16,16,0.9975369458128078,71,48036.6138572362,48036.6138572362,1.8165668064033391,406,415,True,True
2024,1246,Singapore Grand Prix,9606,Race,14,Fernando ALONSO,Aston Martin,2,99.584,29.362,42.262,27.96,299.0,264,283.0,False,1,MEDIUM,1,25,1,2.0,172.66756032171583,310.0,62.0,62.29112609374246,9678.439678284183,11938.0,5094.0,1394.1473278783915,49.128686327077745,100.0,0.0,43.06245302744319,0.32707774798927614,0.2546916890080429,12,12,0.35924932975871315,58,48862.94244817775,48862.94244817775,1.802790932694017,373,377,True,True
2024,1246,Singapore Grand Prix,9606,Race,14,Fernando ALONSO,Aston Martin,3,99.286,29.045,42.278,27.963,297.0,263,294.0,False,1,MEDIUM,1,25,1,3.0,174.02949061662198,310.0,61.0,64.59161616102207,9770.227882037534,11989.0,5045.0,1450.9711545145603,50.46112600536193,100.0,0.0,43.25232056342009,0.3378016085790885,0.26005361930294907,12,12,0.38337801608579086,62,48654.15681256184,48654.15681256184,1.7918298773108259,373,379,True,True
2024,1246,Singapore Grand Prix,9606,Race,14,Fernando ALONSO,Aston Martin,4,99.395,29.012,42.63,27.753,299.0,268,293.0,False,1,MEDIUM,1,25,1,4.0,174.23359580052494,308.0,60.0,64.8079782274209,9800.330708661417,11947.0,4869.0,1383.7177415461497,48.93438320209974,100.0,0.0,43.162798687050234,0.3333333333333333,0.27034120734908135,13,13,0.3884514435695538,62,48751.96980829451,48751.96980829451,1.8015879189424866,381,405,True,True
2024,1246,Singapore Grand Prix,9606,Race,14,Fernando ALONSO,Aston Martin,5,99.036,29.098,42.08,27.858,305.0,270,,False,1,MEDIUM,1,25,1,5.0,174.8342245989305,308.0,61.0,65.32006189855333,9663.754010695187,11784.0,5162.0,1491.4626863709516,50.668449197860966,100.0,0.0,43.73983878028695,0.36363636363636365,0.2727272727272727,12,12,0.40106951871657753,63,48481.36245050437,48481.36245050437,1.7925959671001048,374,387,True,True
2024,1246,Singapore Grand Prix,9606,Race,14,Fernando ALONSO,Aston Martin,6,98.795,29.087,42.046,27.662,293.0,268,292.0,False,1,MEDIUM,1,25,1,6.0,175.77260273972604,300.0,63.0,63.225496114931126,9822.47397260274,11910.0,5293.0,1430.8483727358853,53.76164383561644,100.0,0.0,43.21460505949915,0.3835616438356164,0.25753424657534246,12,12,0.2821917808219178,68,48511.579189383425,48511.579189383425,1.818952259065994,365,381,True,True
2024,1246,Singapore Grand Prix,9606,Race,14,Fernando ALONSO,Aston Martin,7,98.72,28.867,42.018,27.835,305.0,268,293.0,False,1,MEDIUM,1,25,1,7.0,176.31506849315068,308.0,61.0,65.74010196080643,9769.427397260273,11879.0,4976.0,1441.7490265950403,54.19178082191781,100.0,0.0,42.960911680795505,0.38082191780821917,0.2465753424657534,12,12,0.41643835616438357,64,48524.697915739154,48524.697915739154,1.8518313870086611,365,384,True,True
2024,1246,Singapore Grand Prix,9606,Race,14,Fernando ALONSO,Aston Martin,8,98.542,28.828,42.038,27.676,302.0,268,291.0,False,1,MEDIUM,1,25,1,8.0,177.02732240437157,309.0,64.0,65.18619248464117,9779.180327868853,11858.0,5205.0,1421.3094844339741,51.63661202185792,100.0,0.0,43.92737017870164,0.37158469945355194,0.2786885245901639,12,12,0.3879781420765027,65,48277.331503386165,48277.331503386165,1.8027040709194004,366,369,True,True
2024,1246,Singapore Grand Prix,9606,Race,14,Fernando ALONSO,Aston Martin,9,98.644,28.87,42.063,27.711,288.0,269,294.0,False,1,MEDIUM,1,25,1,9.0,176.06738544474393,306.0,62.0,65.67040374631887,9669.242587601078,11863.0,5408.0,1490.4612739268955,53.04312668463612,100.0,0.0,43.487374936906555,0.3881401617250674,0.2587601078167116,12,12,0.3881401617250674,64,48431.880003823,48431.880003823,1.8330958077711261,371,369,True,True
2024,1246,Singapore Grand Prix,9606,Race,14,Fernando ALONSO,Aston Martin,10,98.765,28.852,42.088,27.825,298.0,261,293.0,False,1,MEDIUM,1,25,1,10.0,177.16129032258064,306.0,61.0,65.78398836507854,9750.478494623656,11916.0,5245.0,1466.5961274837807,51.91129032258065,100.0,0.0,44.02278468535751,0.3817204301075269,0.260752688172043,13,13,0.40591397849462363,68,48575.92152548741,48575.92152548741,1.8069556188105582,372,390,True,True
