season,meeting_key,meeting_name,meeting_date_start,session_key,session_name,driver_number,driver_name,team_name,lap_number,lap_duration,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,st_speed,is_pit_out_lap,weather_date,track_temperature,air_temperature,circuit_speed_class,stint_number,compound,stint_lap_start,stint_lap_end,tyre_age_at_start,tyre_age_at_lap,avg_speed,max_speed,min_speed,speed_std,avg_rpm,max_rpm,min_rpm,rpm_std,avg_throttle,max_throttle,min_throttle,throttle_std,full_throttle_pct,brake_pct,brake_events,hard_brake_events,drs_pct,gear_changes,distance_traveled,trajectory_length,trajectory_variation,telemetry_points,trajectory_points,has_telemetry,has_trajectory
2023,1212,Canadian Grand Prix,2023-06-16T17:30:00+00:00,9110,Race,10,Pierre GASLY,Alpine,1,91.547,32.138,27.139,32.27,232.0,275,312,False,2023-06-18 18:02:59.655000+00:00,33.1,18.4,medium,1,SOFT,1,10,0,0.0,176.31161473087818,316.0,0.0,76.05439611366442,10017.524079320114,11978.0,4890.0,1264.4560935805525,59.62889518413598,104.0,0.0,42.93206918495498,0.45325779036827196,0.23512747875354106,10,10,1.0,57,44381.95244469926,44381.95244469926,1.680512928672935,353,353,True,True
2023,1212,Canadian Grand Prix,2023-06-16T17:30:00+00:00,9110,Race,10,Pierre GASLY,Alpine,2,79.34,22.273,25.274,31.793,250.0,271,304,False,2023-06-18 18:04:59.685000+00:00,32.5,18.3,medium,1,SOFT,1,10,0,1.0,194.7060810810811,307.0,54.0,69.6718522076705,10011.93581081081,11876.0,4877.0,1422.3611243903727,65.24324324324324,100.0,0.0,43.13791860896636,0.5304054054054054,0.20608108108108109,7,7,0.9966216216216216,43,42973.127983467675,42973.127983467675,1.7033319368851383,296,317,True,True
2023,1212,Canadian Grand Prix,2023-06-16T17:30:00+00:00,9110,Race,10,Pierre GASLY,Alpine,3,78.7,22.141,25.136,31.423,246.0,268,323,False,2023-06-18 18:05:59.684000+00:00,32.5,18.5,medium,1,SOFT,1,10,0,2.0,196.81372549019608,328.0,51.0,73.9502655329596,10011.954248366013,11927.0,4512.0,1510.0847045448318,65.65032679738562,100.0,0.0,43.005759796917864,0.5261437908496732,0.20915032679738563,7,7,0.5915032679738562,40,42883.795178648565,42883.795178648565,1.6916017082010064,306,301,True,True
2023,1212,Canadian Grand Prix,2023-06-16T17:30:00+00:00,9110,Race,10,Pierre GASLY,Alpine,4,78.514,22.119,25.234,31.161,245.0,270,322,False,2023-06-18 18:06:59.682000+00:00,32.5,18.5,medium,1,SOFT,1,10,0,3.0,194.66206896551725,323.0,59.0,72.27640628908033,10031.193103448275,11901.0,5158.0,1425.461390744822,65.6,100.0,0.0,42.70991163329816,0.5241379310344828,0.19310344827586207,7,7,0.6068965517241379,45,42879.84913801136,42879.84913801136,1.6808634710610495,290,310,True,True
2023,1212,Canadian Grand Prix,2023-06-16T17:30:00+00:00,9110,Race,10,Pierre GASLY,Alpine,5,78.963,22.273,25.123,31.567,247.0,272,322,False,2023-06-18 18:08:59.712000+00:00,31.1,18.5,medium,1,SOFT,1,10,0,4.0,195.06802721088437,323.0,54.0,72.27537662424271,10061.384353741496,11795.0,4710.0,1446.0116360499765,65.21428571428571,100.0,0.0,42.86878810040329,0.5170068027210885,0.20748299319727892,7,7,0.5918367346938775,42,42875.51511683798,42875.51511683798,1.6766998572296359,294,302,True,True
2023,1212,Canadian Grand Prix,2023-06-16T17:30:00+00:00,9110,Race,10,Pierre GASLY,Alpine,6,78.298,22.006,25.134,31.158,246.0,271,326,False,2023-06-18 18:09:59.726000+00:00,30.8,18.5,medium,1,SOFT,1,10,0,5.0,198.47540983606558,328.0,59.0,71.86243838794745,10192.481967213114,11922.0,5274.0,1385.9300790808488,67.98360655737704,100.0,0.0,42.365966778666866,0.5606557377049181,0.20327868852459016,7,7,0.5901639344262295,46,42741.35978833081,42741.35978833081,1.702807318994915,305,309,True,True
2023,1212,Canadian Grand Prix,2023-06-16T17:30:00+00:00,9110,Race,10,Pierre GASLY,Alpine,7,79.107,22.318,25.209,31.58,245.0,271,326,False,2023-06-18 18:10:59.741000+00:00,30.8,18.5,medium,1,SOFT,1,10,0,6.0,197.65084745762712,330.0,56.0,73.85173046382972,10205.823728813559,12213.0,6608.0,1290.8801186759658,67.33220338983051,100.0,0.0,41.743260658450126,0.5389830508474577,0.18983050847457628,7,7,0.6033898305084746,42,42983.66319497851,42983.66319497851,1.6982287176101714,295,301,True,True
2023,1212,Canadian Grand Prix,2023-06-16T17:30:00+00:00,9110,Race,10,Pierre GASLY,Alpine,8,93.842,34.914,27.651,31.277,176.0,274,328,False,2023-06-18 18:12:59.754000+00:00,30.8,18.6,medium,1,SOFT,1,10,0,7.0,164.3676880222841,330.0,40.0,81.16658932926507,9227.816155988858,12203.0,4661.0,1945.0956882365365,49.5041782729805,100.0,0.0,43.44470258960392,0.35376044568245124,0.20055710306406685,9,9,0.8690807799442897,42,42382.58807282883,42382.58807282883,1.735896179605854,359,356,True,True
2023,1212,Canadian Grand Prix,2023-06-16T17:30:00+00:00,9110,Race,10,Pierre GASLY,Alpine,9,78.674,22.154,25.231,31.289,247.0,268,321,False,2023-06-18 18:13:59.769000+00:00,31.1,18.6,medium,1,SOFT,1,10,0,8.0,196.46864686468646,322.0,57.0,73.71659789870789,10054.709570957095,11805.0,4797.0,1475.8674871896121,67.25082508250826,100.0,0.0,42.515030822685425,0.5478547854785478,0.20132013201320131,7,7,0.6138613861386139,43,43041.887177298406,43041.887177298406,1.6868059809143066,303,285,True,True
2023,1212,Canadian Grand Prix,2023-06-16T17:30:00+00:00,9110,Race,10,Pierre GASLY,Alpine,10,100.116,22.314,25.573,52.229,,271,333,False,2023-06-18 18:14:59.783000+00:00,31.6,18.7,medium,1,SOFT,1,10,0,9.0,154.3315649867374,335.0,0.0,89.09708522260169,9402.326259946949,11775.0,3931.0,1915.1061850248657,63.06100795755968,100.0,0.0,42.53142376493039,0.47480106100795755,0.26790450928381965,9,9,0.44562334217506633,42,43279.372206709304,43279.372206709304,1.6173413487212325,377,399,True,True
