season,meeting_key,meeting_name,meeting_date_start,meeting_day,meeting_month,session_key,session_name,driver_number,driver_name,team_name,lap_number,lap_duration,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,st_speed,is_pit_out_lap,weather_date,track_temperature,air_temperature,circuit_speed_class,stint_number,compound,stint_lap_start,stint_lap_end,tyre_age_at_start,tyre_age_at_lap,avg_speed,max_speed,min_speed,speed_std,avg_rpm,max_rpm,min_rpm,rpm_std,avg_throttle,max_throttle,min_throttle,throttle_std,full_throttle_pct,brake_pct,brake_events,hard_brake_events,drs_pct,gear_changes,distance_traveled,trajectory_length,trajectory_variation,telemetry_points,trajectory_points,has_telemetry,has_trajectory
2025,1277,British Grand Prix,2025-07-04T11:30:00+00:00,4,7,9947,Race,23,Alexander ALBON,Williams,1,112.571,39.227,43.343,30.001,287.0,241,302,False,2025-07-06 14:04:00.459000+00:00,24.1,18.3,medium,1,INTERMEDIATE,1,12,0,0.0,185.30117647058825,310.0,0.0,72.56227263792543,9939.842352941176,12076.0,4425.0,1610.858998056004,51.762352941176474,100.0,0.0,41.62230730091621,0.32,0.24705882352941178,16,16,1.0,51,58087.7130720618,58087.7130720618,1.7578622844520926,425,425,True,True
2025,1277,British Grand Prix,2025-07-04T11:30:00+00:00,4,7,9947,Race,23,Alexander ALBON,Williams,2,138.765,58.205,47.127,33.433,114.0,230,294,False,2025-07-06 14:06:00.477000+00:00,24.5,18.5,medium,1,INTERMEDIATE,1,12,0,1.0,150.28488372093022,295.0,63.0,71.05704011421163,9287.76550387597,11956.0,6100.0,1576.3263300749425,36.4031007751938,100.0,0.0,37.80699032608886,0.1937984496124031,0.19767441860465115,16,16,1.0,43,57928.72020846668,57928.72020846668,1.7955305304105484,516,514,True,True
2025,1277,British Grand Prix,2025-07-04T11:30:00+00:00,4,7,9947,Race,23,Alexander ALBON,Williams,3,136.656,50.169,51.169,35.318,108.0,204,285,False,2025-07-06 14:08:00.492000+00:00,24.5,18.4,medium,1,INTERMEDIATE,1,12,0,2.0,155.26166328600405,293.0,53.0,64.13267886064014,9505.367139959431,12097.0,4857.0,1705.0874945861433,37.43813387423935,100.0,0.0,36.02087976539934,0.1359026369168357,0.2129817444219067,14,14,1.0,49,58149.85428708255,58149.85428708255,1.8302701013242595,493,521,True,True
2025,1277,British Grand Prix,2025-07-04T11:30:00+00:00,4,7,9947,Race,23,Alexander ALBON,Williams,4,105.774,33.774,42.651,29.349,304.0,239,308,False,2025-07-06 14:10:00.511000+00:00,24.8,18.6,medium,1,INTERMEDIATE,1,12,0,3.0,198.1304347826087,310.0,72.0,67.77460666811815,10130.64705882353,12352.0,5263.0,1506.0516079354675,57.09462915601023,100.0,0.0,41.91208368570835,0.3836317135549872,0.22506393861892582,13,13,1.0,47,57981.52385129248,57981.52385129248,1.8053875878307335,391,400,True,True
2025,1277,British Grand Prix,2025-07-04T11:30:00+00:00,4,7,9947,Race,23,Alexander ALBON,Williams,5,110.861,32.304,43.596,34.961,298.0,234,308,False,2025-07-06 14:12:00.523000+00:00,24.9,18.6,medium,1,INTERMEDIATE,1,12,0,4.0,189.82843137254903,309.0,56.0,75.7915095320528,9589.894607843138,12152.0,4621.0,1823.1893922384818,51.3014705882353,100.0,0.0,42.875387127894044,0.3480392156862745,0.25245098039215685,13,13,1.0,41,58070.923597990535,58070.923597990535,1.8135931874832147,408,419,True,True
2025,1277,British Grand Prix,2025-07-04T11:30:00+00:00,4,7,9947,Race,23,Alexander ALBON,Williams,6,136.208,41.581,61.096,33.531,197.0,214,262,False,2025-07-06 14:14:00.544000+00:00,25.2,18.8,medium,1,INTERMEDIATE,1,12,0,5.0,153.10196078431372,292.0,68.0,51.77353965028884,9528.029411764706,11824.0,5911.0,1336.8668232312882,33.898039215686275,100.0,0.0,30.367962286103868,0.07647058823529412,0.20392156862745098,12,12,1.0,42,58178.19647445802,58178.19647445802,1.764841222919186,510,518,True,True
2025,1277,British Grand Prix,2025-07-04T11:30:00+00:00,4,7,9947,Race,23,Alexander ALBON,Williams,7,121.594,42.56,49.115,29.919,195.0,241,310,False,2025-07-06 14:16:00.558000+00:00,24.4,19.1,medium,1,INTERMEDIATE,1,12,0,6.0,172.1946902654867,312.0,60.0,67.3283275347077,9688.351769911504,12267.0,5107.0,1599.539023104757,43.5,100.0,0.0,39.61984731021759,0.2323008849557522,0.2411504424778761,17,17,0.9977876106194691,47,58179.84989893878,58179.84989893878,1.796522525047537,452,467,True,True
2025,1277,British Grand Prix,2025-07-04T11:30:00+00:00,4,7,9947,Race,23,Alexander ALBON,Williams,8,106.496,32.551,43.511,30.434,292.0,237,309,False,2025-07-06 14:18:00.560000+00:00,24.0,19.2,medium,1,INTERMEDIATE,1,12,0,7.0,199.02056555269922,311.0,69.0,70.08716269027595,10052.678663239074,12168.0,4924.0,1617.676159304695,55.73007712082262,100.0,0.0,42.65165466304136,0.38046272493573263,0.22879177377892032,14,14,0.002570694087403599,38,58073.751059615344,58073.751059615344,1.8436303829151588,389,410,True,True
2025,1277,British Grand Prix,2025-07-04T11:30:00+00:00,4,7,9947,Race,23,Alexander ALBON,Williams,9,108.888,33.399,44.888,30.601,295.0,234,311,False,2025-07-06 14:20:00.556000+00:00,24.8,19.2,medium,1,INTERMEDIATE,1,12,0,8.0,192.43073047858942,313.0,69.0,68.92914891025124,9955.964735516372,12058.0,5219.0,1625.0791986174354,52.35264483627204,100.0,0.0,42.922947475179086,0.35768261964735515,0.25440806045340053,12,12,0.0,41,58167.40257144743,58167.40257144743,1.8064793625528481,397,416,True,True
2025,1277,British Grand Prix,2025-07-04T11:30:00+00:00,4,7,9947,Race,23,Alexander ALBON,Williams,10,109.218,33.367,45.322,30.529,290.0,234,316,False,2025-07-06 14:22:00.591000+00:00,24.3,19.2,medium,1,INTERMEDIATE,1,12,0,9.0,192.33415233415232,317.0,68.0,69.98565236047153,9910.0,12256.0,4890.0,1668.2266047854544,52.93366093366093,100.0,0.0,42.441843685716265,0.35626535626535627,0.24815724815724816,13,13,0.23587223587223588,40,58087.046261443495,58087.046261443495,1.8207110864523293,407,423,True,True
2025,1277,British Grand Prix,2025-07-04T11:30:00+00:00,4,7,9947,Race,23,Alexander ALBON,Williams,11,111.991,33.505,47.734,30.752,255.0,230,310,False,2025-07-06 14:24:00.571000+00:00,24.0,19.0,medium,1,INTERMEDIATE,1,12,0,10.0,187.81159420289856,312.0,66.0,69.71126275882206,9830.68115942029,12061.0,4819.0,1711.8618984048478,50.7512077294686,100.0,0.0,42.59843316605935,0.3309178743961353,0.27294685990338163,12,12,1.0,42,57973.40832723443,57973.40832723443,1.8228224627400682,414,424,True,True
2025,1277,British Grand Prix,2025-07-04T11:30:00+00:00,4,7,9947,Race,23,Alexander ALBON,Williams,12,109.68,34.463,47.712,27.505,277.0,227,308,False,2025-07-06 14:25:00.558000+00:00,23.3,18.9,medium,1,INTERMEDIATE,1,12,0,11.0,187.8337236533958,311.0,63.0,72.64244980566849,9882.388758782201,12170.0,5461.0,1613.98806215897,51.156908665105384,100.0,0.0,42.10621361633066,0.33021077283372363,0.28337236533957844,12,12,1.0,42,57360.52623512264,57360.52623512264,1.7654356951546473,427,428,True,True
2025,1277,British Grand Prix,2025-07-04T11:30:00+00:00,4,7,9947,Race,23,Alexander ALBON,Williams,13,138.76,54.156,46.637,37.967,263.0,236,306,True,2025-07-06 14:27:00.600000+00:00,21.5,18.5,medium,2,INTERMEDIATE,13,42,0,0.0,153.11904761904762,308.0,0.0,81.9840390140741,9212.015873015873,12304.0,4168.0,1938.8026690281265,45.875,100.0,0.0,39.239069982547214,0.2400793650793651,0.23214285714285715,12,12,1.0,42,58172.46564012233,58172.46564012233,1.688461115154263,504,542,True,True
2025,1277,British Grand Prix,2025-07-04T11:30:00+00:00,4,7,9947,Race,23,Alexander ALBON,Williams,14,133.691,42.979,54.228,36.484,224.0,203,208,False,2025-07-06 14:30:00.601000+00:00,20.1,17.4,medium,2,INTERMEDIATE,13,42,0,1.0,157.00394477317553,266.0,63.0,49.44779870795098,9574.57593688363,11783.0,5312.0,1417.0413671957651,35.97041420118343,100.0,0.0,33.794674026103685,0.11242603550295859,0.23865877712031558,20,20,1.0,48,58209.527846228,58209.527846228,1.7694810405590857,507,500,True,True
2025,1277,British Grand Prix,2025-07-04T11:30:00+00:00,4,7,9947,Race,23,Alexander ALBON,Williams,15,144.808,42.713,58.215,43.88,108.0,221,175,False,2025-07-06 14:32:00.599000+00:00,20.0,16.7,medium,2,INTERMEDIATE,13,42,0,2.0,146.19885277246655,251.0,47.0,48.993059939159075,9592.277246653919,12338.0,4635.0,1615.3312092218455,37.493307839388144,100.0,0.0,35.8897484944265,0.15105162523900573,0.3154875717017208,34,34,1.0,53,58026.98812914501,58026.98812914501,1.7988687616322938,523,553,True,True
