season,meeting_key,meeting_name,meeting_date_start,session_key,session_name,driver_number,driver_name,team_name,lap_number,lap_duration,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,st_speed,is_pit_out_lap,weather_date,track_temperature,air_temperature,stint_number,compound,stint_lap_start,stint_lap_end,tyre_age_at_start,tyre_age_at_lap,avg_speed,max_speed,min_speed,speed_std,avg_rpm,max_rpm,min_rpm,rpm_std,avg_throttle,max_throttle,min_throttle,throttle_std,full_throttle_pct,brake_pct,brake_events,hard_brake_events,drs_pct,gear_changes,distance_traveled,trajectory_length,trajectory_variation,telemetry_points,trajectory_points,has_telemetry,has_trajectory
2023,1211,Spanish Grand Prix,2023-06-02T11:30:00+00:00,9102,Race,63,George RUSSELL,Mercedes,1,88.765,30.189,34.021,24.555,226.0,248,287.0,False,2023-06-04 13:03:27.750000+00:00,33.4,22.5,1,SOFT,1,25,0,0.0,189.74777448071217,290.0,0.0,59.79737201411814,10338.237388724036,12118.0,4637.0,1205.4488175192105,62.759643916913944,100.0,0.0,40.16108259699705,0.42433234421364985,0.228486646884273,13,13,1.0,53,45909.63476368415,45909.63476368415,1.8235688736930753,337,340,True,True
2023,1211,Spanish Grand Prix,2023-06-02T11:30:00+00:00,9102,Race,63,George RUSSELL,Mercedes,2,81.934,24.204,33.109,24.621,243.0,255,300.0,False,2023-06-04 13:04:27.749000+00:00,33.4,22.6,1,SOFT,1,25,0,1.0,202.75079872204472,305.0,90.0,60.48617095137407,10489.600638977636,12212.0,6541.0,1145.6561621135415,65.23961661341853,100.0,0.0,41.24140064315911,0.48242811501597443,0.23322683706070288,12,12,1.0,39,45899.27663328489,45899.27663328489,1.7944413754899675,313,308,True,True
2023,1211,Spanish Grand Prix,2023-06-02T11:30:00+00:00,9102,Race,63,George RUSSELL,Mercedes,3,81.637,24.3,32.973,24.364,250.0,259,306.0,False,2023-06-04 13:06:27.747000+00:00,33.0,22.4,1,SOFT,1,25,0,2.0,204.72585669781932,309.0,89.0,60.64492118378557,10445.641744548286,11948.0,7039.0,1095.3467420685545,65.3613707165109,100.0,0.0,41.060933407884725,0.4766355140186916,0.19937694704049844,8,8,0.16510903426791276,44,45917.64603476168,45917.64603476168,1.798391246953274,321,317,True,True
2023,1211,Spanish Grand Prix,2023-06-02T11:30:00+00:00,9102,Race,63,George RUSSELL,Mercedes,4,81.087,23.971,32.765,24.351,251.0,266,328.0,False,2023-06-04 13:07:27.761000+00:00,32.7,22.5,1,SOFT,1,25,0,3.0,205.93269230769232,330.0,92.0,62.240630706156864,10574.701923076924,12296.0,7386.0,1122.5825697443095,63.94871794871795,100.0,0.0,41.71473558615722,0.47435897435897434,0.21153846153846154,7,7,0.1955128205128205,42,46036.03327680927,46036.03327680927,1.771789386329986,312,315,True,True
2023,1211,Spanish Grand Prix,2023-06-02T11:30:00+00:00,9102,Race,63,George RUSSELL,Mercedes,5,80.975,23.887,32.738,24.35,255.0,269,,False,2023-06-04 13:08:27.745000+00:00,32.6,22.4,1,SOFT,1,25,0,4.0,206.76051779935275,330.0,93.0,63.23512087719327,10455.346278317153,12175.0,6885.0,1225.1101660366214,65.85760517799353,100.0,0.0,41.0897563053035,0.4854368932038835,0.20388349514563106,7,7,0.22330097087378642,41,45890.11174676352,45890.11174676352,1.7926845900819537,309,319,True,True
2023,1211,Spanish Grand Prix,2023-06-02T11:30:00+00:00,9102,Race,63,George RUSSELL,Mercedes,6,81.33,24.064,32.959,24.307,256.0,272,,False,2023-06-04 13:10:27.758000+00:00,33.0,22.4,1,SOFT,1,25,0,5.0,203.08360128617363,330.0,90.0,65.12540034170534,10479.363344051448,12116.0,7317.0,1180.0933064942565,64.21864951768488,100.0,0.0,41.9428922665214,0.48231511254019294,0.2090032154340836,9,9,0.21221864951768488,48,45925.421680932646,45925.421680932646,1.8072657129817373,311,320,True,True
2023,1211,Spanish Grand Prix,2023-06-02T11:30:00+00:00,9102,Race,63,George RUSSELL,Mercedes,7,80.516,23.52,32.53,24.466,267.0,263,331.0,False,2023-06-04 13:11:27.773000+00:00,32.5,22.4,1,SOFT,1,25,0,6.0,208.5379746835443,333.0,97.0,61.99603254720656,10611.262658227848,12343.0,6933.0,1173.5056390184598,67.56012658227849,100.0,0.0,40.81456435238671,0.5031645569620253,0.20253164556962025,8,8,0.0981012658227848,37,45840.75919386878,45840.75919386878,1.7873731216410798,316,312,True,True
2023,1211,Spanish Grand Prix,2023-06-02T11:30:00+00:00,9102,Race,63,George RUSSELL,Mercedes,8,81.159,24.044,32.614,24.501,259.0,261,304.0,False,2023-06-04 13:12:27.772000+00:00,32.2,22.3,1,SOFT,1,25,0,7.0,205.94983277591973,306.0,93.0,58.27050997501185,10476.538461538461,12229.0,7020.0,1134.3556600867637,66.1438127090301,100.0,0.0,40.6621949790394,0.47491638795986624,0.18394648829431437,7,7,0.0,36,45944.75494664224,45944.75494664224,1.8163176083824064,299,318,True,True
2023,1211,Spanish Grand Prix,2023-06-02T11:30:00+00:00,9102,Race,63,George RUSSELL,Mercedes,9,81.032,24.064,32.449,24.519,262.0,270,,False,2023-06-04 13:14:27.769000+00:00,31.6,22.2,1,SOFT,1,25,0,8.0,204.50162866449512,306.0,93.0,60.59780231622201,10513.599348534202,12406.0,6809.0,1190.5382459410682,65.12052117263843,100.0,0.0,41.30432621285282,0.46905537459283386,0.21172638436482086,8,8,0.11074918566775244,39,45847.10190814232,45847.10190814232,1.7803610305557764,307,316,True,True
2023,1211,Spanish Grand Prix,2023-06-02T11:30:00+00:00,9102,Race,63,George RUSSELL,Mercedes,10,81.255,24.007,32.665,24.583,258.0,270,320.0,False,2023-06-04 13:15:27.768000+00:00,31.8,22.2,1,SOFT,1,25,0,9.0,205.97106109324758,322.0,90.0,63.26580327083745,10540.479099678456,12465.0,6889.0,1180.9221172417888,65.41800643086816,100.0,0.0,41.09293283698127,0.4919614147909968,0.2090032154340836,9,9,0.21864951768488747,43,45874.075139473774,45874.075139473774,1.7806107631274315,311,311,True,True
2023,1211,Spanish Grand Prix,2023-06-02T11:30:00+00:00,9102,Race,63,George RUSSELL,Mercedes,11,80.747,23.88,32.495,24.372,263.0,265,329.0,False,2023-06-04 13:16:27.767000+00:00,31.9,22.1,1,SOFT,1,25,0,10.0,206.07165109034267,332.0,91.0,62.29533097881319,10508.308411214954,12220.0,6795.0,1195.9192875214028,66.78504672897196,100.0,0.0,40.71342626923422,0.5015576323987538,0.18691588785046728,7,7,0.09968847352024922,31,45807.4038410444,45807.4038410444,1.78515811211916,321,308,True,True
