season,meeting_key,meeting_name,meeting_date_start,session_key,session_name,driver_number,driver_name,team_name,lap_number,lap_duration,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,st_speed,is_pit_out_lap,weather_date,track_temperature,air_temperature,stint_number,compound,stint_lap_start,stint_lap_end,tyre_age_at_start,tyre_age_at_lap,avg_speed,max_speed,min_speed,speed_std,avg_rpm,max_rpm,min_rpm,rpm_std,avg_throttle,max_throttle,min_throttle,throttle_std,full_throttle_pct,brake_pct,brake_events,hard_brake_events,drs_pct,gear_changes,distance_traveled,trajectory_length,trajectory_variation,telemetry_points,trajectory_points,has_telemetry,has_trajectory
2023,1207,Azerbaijan Grand Prix,2023-04-28T09:30:00+00:00,9070,Race,20,Kevin MAGNUSSEN,Haas F1 Team,1,119.124,48.377,45.263,25.484,186.0,205,324,False,2023-04-30 11:04:11.805000+00:00,43.4,24.9,1,MEDIUM,1,10,0,0.0,181.00666666666666,331.0,0.0,85.58957594889176,10021.57111111111,12481.0,5329.0,1698.5662452161394,58.83111111111111,100.0,0.0,43.77490819698336,0.45555555555555555,0.27111111111111114,15,15,1.0,67,60012.16527016934,60012.16527016934,1.8379779921745747,450,443,True,True
2023,1207,Azerbaijan Grand Prix,2023-04-28T09:30:00+00:00,9070,Race,20,Kevin MAGNUSSEN,Haas F1 Team,2,110.168,39.689,44.953,25.526,192.0,197,324,False,2023-04-30 11:06:11.803000+00:00,43.3,25.0,1,MEDIUM,1,10,0,1.0,192.91100702576114,332.0,65.0,82.50340448964324,9966.018735362997,12342.0,5843.0,1633.388648607778,60.976580796252925,100.0,0.0,44.31819599258732,0.5081967213114754,0.23185011709601874,11,11,0.9976580796252927,57,59551.68670725023,59551.68670725023,1.8699955678072735,427,430,True,True
2023,1207,Azerbaijan Grand Prix,2023-04-28T09:30:00+00:00,9070,Race,20,Kevin MAGNUSSEN,Haas F1 Team,3,108.629,38.829,44.435,25.365,194.0,198,325,False,2023-04-30 11:08:11.832000+00:00,43.1,25.0,1,MEDIUM,1,10,0,2.0,197.61083743842366,340.0,66.0,83.04258080874844,10055.08866995074,12196.0,5793.0,1666.655562957342,64.26108374384236,100.0,0.0,43.818375847122475,0.5369458128078818,0.22660098522167488,11,11,0.1625615763546798,53,59176.04922487917,59176.04922487917,1.8599089338511567,406,408,True,True
2023,1207,Azerbaijan Grand Prix,2023-04-28T09:30:00+00:00,9070,Race,20,Kevin MAGNUSSEN,Haas F1 Team,4,108.915,38.81,44.674,25.431,,206,324,False,2023-04-30 11:09:11.815000+00:00,43.1,25.0,1,MEDIUM,1,10,0,3.0,196.65441176470588,340.0,66.0,82.72403140982186,10123.80637254902,12300.0,5833.0,1650.0691798505673,63.51225490196079,100.0,0.0,44.26479864222796,0.5465686274509803,0.24019607843137256,12,12,0.16176470588235295,53,59073.99503699542,59073.99503699542,1.858767656707604,408,418,True,True
2023,1207,Azerbaijan Grand Prix,2023-04-28T09:30:00+00:00,9070,Race,20,Kevin MAGNUSSEN,Haas F1 Team,5,109.028,38.826,44.665,25.537,185.0,202,323,False,2023-04-30 11:11:11.829000+00:00,43.0,24.9,1,MEDIUM,1,10,0,4.0,195.79334916864607,337.0,65.0,83.15682207674972,9998.698337292162,12108.0,5613.0,1711.0496193085555,62.080760095011875,100.0,0.0,44.67468194652544,0.5273159144893111,0.27078384798099764,11,11,0.09738717339667459,51,59362.92647423248,59362.92647423248,1.8765890328841737,421,409,True,True
2023,1207,Azerbaijan Grand Prix,2023-04-28T09:30:00+00:00,9070,Race,20,Kevin MAGNUSSEN,Haas F1 Team,6,108.951,38.957,44.41,25.584,197.0,206,324,False,2023-04-30 11:13:11.811000+00:00,43.3,25.0,1,MEDIUM,1,10,0,5.0,195.08641975308643,331.0,66.0,81.46428400632583,10075.083950617283,12302.0,5709.0,1658.5231859652708,62.11604938271605,100.0,0.0,44.465482400772,0.5209876543209877,0.254320987654321,10,10,0.0,53,59437.095796353926,59437.095796353926,1.8431313435658212,405,417,True,True
2023,1207,Azerbaijan Grand Prix,2023-04-28T09:30:00+00:00,9070,Race,20,Kevin MAGNUSSEN,Haas F1 Team,7,108.645,38.751,44.321,25.573,198.0,205,324,False,2023-04-30 11:15:11.809000+00:00,42.3,24.8,1,MEDIUM,1,10,0,6.0,195.31553398058253,331.0,64.0,82.13372621521819,9978.65776699029,11997.0,5624.0,1674.8788456003836,64.29611650485437,100.0,0.0,43.78815600453722,0.5388349514563107,0.22815533980582525,11,11,0.0,56,59230.29435125136,59230.29435125136,1.8486170812071696,412,413,True,True
2023,1207,Azerbaijan Grand Prix,2023-04-28T09:30:00+00:00,9070,Race,20,Kevin MAGNUSSEN,Haas F1 Team,8,108.972,38.864,44.328,25.78,195.0,209,320,False,2023-04-30 11:17:11.807000+00:00,41.7,24.8,1,MEDIUM,1,10,0,7.0,197.9375,327.0,68.0,80.66472955232665,10085.255,12102.0,5973.0,1633.1253549482967,65.505,100.0,0.0,43.42165329648331,0.5525,0.22,11,11,0.0,52,59492.38577377007,59492.38577377007,1.8504720325846769,400,408,True,True
2023,1207,Azerbaijan Grand Prix,2023-04-28T09:30:00+00:00,9070,Race,20,Kevin MAGNUSSEN,Haas F1 Team,9,109.051,38.88,44.296,25.875,197.0,213,319,False,2023-04-30 11:19:11.805000+00:00,42.0,25.0,1,MEDIUM,1,10,0,8.0,196.31386861313868,327.0,67.0,81.26964686211099,9995.27493917275,12062.0,5974.0,1683.1546169483172,64.89537712895377,100.0,0.0,43.44934408875948,0.5401459854014599,0.21654501216545013,11,11,0.0,48,59091.579262739666,59091.579262739666,1.8586898805084897,411,410,True,True
2023,1207,Azerbaijan Grand Prix,2023-04-28T09:30:00+00:00,9070,Race,20,Kevin MAGNUSSEN,Haas F1 Team,10,122.819,47.401,45.257,30.161,188.0,204,323,False,2023-04-30 11:20:11.819000+00:00,42.2,25.0,1,MEDIUM,1,10,0,9.0,174.36899563318778,328.0,0.0,87.51227786271195,9442.288209606986,11996.0,3191.0,2108.835210047503,57.417030567685586,100.0,0.0,44.602057718837635,0.462882096069869,0.27510917030567683,15,15,0.11135371179039301,62,61965.28407798701,61965.28407798701,1.8032561505135871,458,472,True,True
