season,meeting_key,meeting_name,meeting_date_start,meeting_day,meeting_month,session_key,session_name,driver_number,driver_name,team_name,lap_number,lap_duration,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,st_speed,is_pit_out_lap,weather_date,track_temperature,air_temperature,circuit_speed_class,stint_number,compound,stint_lap_start,stint_lap_end,tyre_age_at_start,tyre_age_at_lap,avg_speed,max_speed,min_speed,speed_std,avg_rpm,max_rpm,min_rpm,rpm_std,avg_throttle,max_throttle,min_throttle,throttle_std,full_throttle_pct,brake_pct,brake_events,hard_brake_events,drs_pct,gear_changes,distance_traveled,trajectory_length,trajectory_variation,telemetry_points,trajectory_points,has_telemetry,has_trajectory
2025,1264,Austrian Grand Prix,2025-06-27T11:30:00+00:00,27,6,9955,Race,27,Nico HULKENBERG,Kick Sauber,1,119.052,23.96,34.93,60.162,295.0,126,293,False,2025-06-29 13:18:21.652000+00:00,47.8,30.2,medium,1,SOFT,1,12,0,0.0,132.30365296803652,318.0,0.0,77.5233447555613,8456.376712328767,12070.0,3488.0,2153.4653801433515,34.9041095890411,100.0,0.0,40.42700091773569,0.21689497716894976,0.20319634703196346,9,9,1.0,54,43515.736145102055,43515.736145102055,1.6625451894096774,438,447,True,True
2025,1264,Austrian Grand Prix,2025-06-27T11:30:00+00:00,27,6,9955,Race,27,Nico HULKENBERG,Kick Sauber,2,104.918,25.965,45.822,33.131,190.0,145,201,False,2025-06-29 13:20:21.669000+00:00,49.7,30.4,medium,1,SOFT,1,12,0,1.0,146.98966408268734,237.0,39.0,45.22021793648364,8458.75968992248,11077.0,4448.0,1186.9786135700895,29.253229974160206,100.0,0.0,28.778185081684544,0.028423772609819122,0.12661498708010335,5,5,1.0,28,42769.936098974824,42769.936098974824,1.8718045928155889,387,399,True,True
2025,1264,Austrian Grand Prix,2025-06-27T11:30:00+00:00,27,6,9955,Race,27,Nico HULKENBERG,Kick Sauber,3,99.362,26.521,45.766,27.075,114.0,105,226,False,2025-06-29 13:21:21.683000+00:00,49.3,30.4,medium,1,SOFT,1,12,0,2.0,155.32303370786516,288.0,44.0,69.29966379451325,9301.943820224718,12416.0,5161.0,1629.038670881037,40.68539325842696,100.0,0.0,41.45773413040527,0.1404494382022472,0.17134831460674158,10,10,1.0,43,42915.66613780821,42915.66613780821,1.8328619711295568,356,380,True,True
2025,1264,Austrian Grand Prix,2025-06-27T11:30:00+00:00,27,6,9955,Race,27,Nico HULKENBERG,Kick Sauber,4,72.316,17.626,32.64,22.05,298.0,224,291,False,2025-06-29 13:23:21.761000+00:00,49.6,30.7,medium,1,SOFT,1,12,0,3.0,212.57608695652175,305.0,63.0,64.3782246180954,10170.184782608696,12293.0,5623.0,1380.859656072416,62.67391304347826,100.0,0.0,44.76802738553977,0.5181159420289855,0.23550724637681159,7,7,0.9963768115942029,38,42672.538605080365,42672.538605080365,1.856306248186369,276,277,True,True
2025,1264,Austrian Grand Prix,2025-06-27T11:30:00+00:00,27,6,9955,Race,27,Nico HULKENBERG,Kick Sauber,5,72.034,17.567,32.408,22.059,323.0,220,309,False,2025-06-29 13:24:21.698000+00:00,49.8,30.7,medium,1,SOFT,1,12,0,4.0,214.5735294117647,325.0,63.0,67.47582708262588,10286.992647058823,12397.0,5744.0,1414.4408919112316,64.46323529411765,100.0,0.0,44.15479257317297,0.5441176470588235,0.21691176470588236,7,7,0.3492647058823529,34,42822.323848787084,42822.323848787084,1.8205069371272,272,286,True,True
2025,1264,Austrian Grand Prix,2025-06-27T11:30:00+00:00,27,6,9955,Race,27,Nico HULKENBERG,Kick Sauber,6,71.857,17.252,32.394,22.211,322.0,221,309,False,2025-06-29 13:25:21.694000+00:00,49.8,30.8,medium,1,SOFT,1,12,0,5.0,210.13059701492537,325.0,60.0,69.23102221516743,10119.735074626866,12170.0,5223.0,1474.90757639895,64.13805970149254,100.0,0.0,44.013646619799125,0.5186567164179104,0.22388059701492538,8,8,0.40298507462686567,39,42840.63523321855,42840.63523321855,1.8321549735744513,268,273,True,True
2025,1264,Austrian Grand Prix,2025-06-27T11:30:00+00:00,27,6,9955,Race,27,Nico HULKENBERG,Kick Sauber,7,71.507,17.424,32.17,21.913,310.0,220,304,False,2025-06-29 13:27:21.712000+00:00,50.3,30.6,medium,1,SOFT,1,12,0,6.0,214.57777777777778,316.0,63.0,66.92787346773824,10278.718518518519,12160.0,5428.0,1343.8974781877102,64.44074074074074,100.0,0.0,43.995814272784834,0.5259259259259259,0.2111111111111111,7,7,0.3888888888888889,35,42963.53764411167,42963.53764411167,1.8365325756794197,270,274,True,True
2025,1264,Austrian Grand Prix,2025-06-27T11:30:00+00:00,27,6,9955,Race,27,Nico HULKENBERG,Kick Sauber,8,70.949,17.343,31.892,21.714,314.0,221,306,False,2025-06-29 13:28:21.734000+00:00,50.4,30.6,medium,1,SOFT,1,12,0,7.0,219.38007380073802,319.0,64.0,64.5727328810611,10355.549815498154,12299.0,5807.0,1291.391876289193,66.39483394833948,100.0,0.0,44.03415115313176,0.5756457564575646,0.21033210332103322,7,7,0.4059040590405904,37,42679.40753343374,42679.40753343374,1.8448189855547088,271,271,True,True
2025,1264,Austrian Grand Prix,2025-06-27T11:30:00+00:00,27,6,9955,Race,27,Nico HULKENBERG,Kick Sauber,9,71.201,17.381,31.877,21.943,313.0,221,306,False,2025-06-29 13:29:21.730000+00:00,50.3,30.6,medium,1,SOFT,1,12,0,8.0,220.31225296442688,317.0,63.0,63.98833675889076,10409.280632411068,12249.0,5568.0,1308.4436476031208,67.81818181818181,100.0,0.0,43.08827396422319,0.5810276679841897,0.20553359683794467,7,7,0.39920948616600793,32,42734.98767455769,42734.98767455769,1.8358838614935236,253,289,True,True
2025,1264,Austrian Grand Prix,2025-06-27T11:30:00+00:00,27,6,9955,Race,27,Nico HULKENBERG,Kick Sauber,10,71.118,17.463,31.79,21.865,316.0,221,310,False,2025-06-29 13:30:21.722000+00:00,50.3,30.7,medium,1,SOFT,1,12,0,9.0,216.24150943396228,319.0,64.0,67.28857996679692,10292.358490566037,12188.0,5792.0,1376.9786188490848,66.03018867924528,100.0,0.0,43.68203112677599,0.5584905660377358,0.21132075471698114,7,7,0.4075471698113208,35,42715.02143011188,42715.02143011188,1.8676393493391654,265,274,True,True
