season,meeting_key,meeting_name,meeting_date_start,session_key,session_name,driver_number,driver_name,team_name,lap_number,lap_duration,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,st_speed,is_pit_out_lap,weather_date,track_temperature,air_temperature,circuit_speed_class,stint_number,compound,stint_lap_start,stint_lap_end,tyre_age_at_start,tyre_age_at_lap,avg_speed,max_speed,min_speed,speed_std,avg_rpm,max_rpm,min_rpm,rpm_std,avg_throttle,max_throttle,min_throttle,throttle_std,full_throttle_pct,brake_pct,brake_events,hard_brake_events,drs_pct,gear_changes,distance_traveled,trajectory_length,trajectory_variation,telemetry_points,trajectory_points,has_telemetry,has_trajectory
2023,1141,Bahrain Grand Prix,2023-03-03T11:30:00+00:00,7953,Race,21,Nyck DE VRIES,AlphaTauri,1,110.343,38.329,46.835,25.179,217.0,226,253.0,False,2023-03-05 15:03:47.578000+00:00,31.2,27.3,medium,1,SOFT,1,11,0,0.0,171.09285714285716,296.0,0.0,68.85926604610422,9828.128571428571,12768.0,4650.0,1822.205749357958,53.64523809523809,100.0,0.0,42.81438733695192,0.3333333333333333,0.30952380952380953,15,15,1.0,53,52503.42992059201,52503.42992059201,1.7373400849439222,420,426,True,True
2023,1141,Bahrain Grand Prix,2023-03-03T11:30:00+00:00,7953,Race,21,Nyck DE VRIES,AlphaTauri,2,101.289,32.136,44.304,24.849,231.0,237,277.0,False,2023-03-05 15:05:47.607000+00:00,31.1,27.3,medium,1,SOFT,1,11,0,1.0,189.2958115183246,310.0,57.0,69.81403070286217,10050.53664921466,12768.0,5080.0,1682.9712311525711,60.81151832460733,100.0,0.0,43.336333175377916,0.4397905759162304,0.2513089005235602,10,10,1.0,50,53257.09704509545,53257.09704509545,1.7343665816686822,382,385,True,True
2023,1141,Bahrain Grand Prix,2023-03-03T11:30:00+00:00,7953,Race,21,Nyck DE VRIES,AlphaTauri,3,100.914,31.761,44.368,24.785,230.0,242,291.0,False,2023-03-05 15:06:47.606000+00:00,31.1,27.3,medium,1,SOFT,1,11,0,2.0,192.624,311.0,57.0,68.89319238744372,10025.232,12689.0,4874.0,1692.726085985562,64.048,100.0,0.0,42.66868128577055,0.4693333333333333,0.224,10,10,0.19466666666666665,48,53170.123109666674,53170.123109666674,1.7259453039346835,375,381,True,True
2023,1141,Bahrain Grand Prix,2023-03-03T11:30:00+00:00,7953,Race,21,Nyck DE VRIES,AlphaTauri,4,100.373,31.611,43.9,24.862,,237,302.0,False,2023-03-05 15:08:47.604000+00:00,31.2,27.3,medium,1,SOFT,1,11,0,3.0,189.99740932642487,310.0,60.0,68.93822791383464,10013.769430051814,12571.0,5053.0,1676.949825208718,61.8860103626943,100.0,0.0,43.12252048758241,0.4378238341968912,0.24611398963730569,9,9,0.07253886010362694,43,53218.93387219783,53218.93387219783,1.754136837173084,386,394,True,True
2023,1141,Bahrain Grand Prix,2023-03-03T11:30:00+00:00,7953,Race,21,Nyck DE VRIES,AlphaTauri,5,100.63,31.428,44.155,25.047,228.0,239,318.0,False,2023-03-05 15:10:47.602000+00:00,31.0,27.2,medium,1,SOFT,1,11,0,4.0,191.00808625336927,328.0,56.0,72.4126944489834,9853.940700808625,12562.0,4876.0,1781.4697471737952,61.17250673854448,100.0,0.0,43.21621686884226,0.4366576819407008,0.24258760107816713,10,10,0.3018867924528302,43,53132.63396603629,53132.63396603629,1.738831035475975,371,375,True,True
2023,1141,Bahrain Grand Prix,2023-03-03T11:30:00+00:00,7953,Race,21,Nyck DE VRIES,AlphaTauri,6,101.125,31.563,44.451,25.111,229.0,243,320.0,False,2023-03-05 15:11:47.600000+00:00,31.0,27.2,medium,1,SOFT,1,11,0,5.0,192.3753280839895,328.0,54.0,72.58614807667435,9913.965879265092,12640.0,4783.0,1778.2110200723203,62.54593175853018,100.0,0.0,43.13564171090557,0.46194225721784776,0.2388451443569554,8,8,0.30183727034120733,45,53232.21697513892,53232.21697513892,1.7516373305991544,381,375,True,True
2023,1141,Bahrain Grand Prix,2023-03-03T11:30:00+00:00,7953,Race,21,Nyck DE VRIES,AlphaTauri,7,101.166,31.511,44.638,25.017,230.0,243,318.0,False,2023-03-05 15:13:47.630000+00:00,30.9,27.1,medium,1,SOFT,1,11,0,6.0,192.05479452054794,327.0,54.0,72.06783152021623,9915.654794520548,12758.0,4930.0,1793.558648619737,62.602739726027394,100.0,0.0,42.88523701855613,0.4547945205479452,0.2465753424657534,9,9,0.29315068493150687,45,52970.9003697714,52970.9003697714,1.7447796488834622,365,374,True,True
2023,1141,Bahrain Grand Prix,2023-03-03T11:30:00+00:00,7953,Race,21,Nyck DE VRIES,AlphaTauri,8,101.23,31.601,44.514,25.115,229.0,237,319.0,False,2023-03-05 15:15:47.612000+00:00,30.9,27.1,medium,1,SOFT,1,11,0,7.0,190.61832061068702,329.0,56.0,71.38493201871846,9905.860050890586,13036.0,4967.0,1708.6771748324438,63.94910941475827,100.0,0.0,41.99899981204251,0.4529262086513995,0.21374045801526717,8,8,0.32061068702290074,46,53351.604791955084,53351.604791955084,1.7448171033877666,393,391,True,True
2023,1141,Bahrain Grand Prix,2023-03-03T11:30:00+00:00,7953,Race,21,Nyck DE VRIES,AlphaTauri,9,101.573,31.817,44.54,25.216,228.0,241,317.0,False,2023-03-05 15:16:47.642000+00:00,30.9,27.1,medium,1,SOFT,1,11,0,8.0,188.79945054945054,327.0,54.0,71.77568001389012,9906.626373626374,12734.0,4930.0,1804.006139571627,62.59340659340659,100.0,0.0,42.97065904712857,0.46153846153846156,0.2445054945054945,9,9,0.29945054945054944,46,53028.486707724864,53028.486707724864,1.7656486420993194,364,378,True,True
2023,1141,Bahrain Grand Prix,2023-03-03T11:30:00+00:00,7953,Race,21,Nyck DE VRIES,AlphaTauri,10,101.666,31.78,44.807,25.079,230.0,238,319.0,False,2023-03-05 15:18:47.655000+00:00,30.8,27.1,medium,1,SOFT,1,11,0,9.0,188.0670241286863,326.0,52.0,70.117200323634,9969.131367292226,12785.0,4534.0,1814.2504036043533,62.297587131367294,100.0,0.0,42.66931163067872,0.44235924932975873,0.24128686327077747,9,9,0.058981233243967826,42,53327.710665959625,53327.710665959625,1.7354888046623804,373,381,True,True
