season,meeting_key,meeting_name,session_key,session_name,driver_number,driver_name,team_name,lap_number,lap_duration,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,st_speed,is_pit_out_lap,stint_number,compound,stint_lap_start,stint_lap_end,tyre_age_at_start,tyre_age_at_lap,avg_speed,max_speed,min_speed,speed_std,avg_rpm,max_rpm,min_rpm,rpm_std,avg_throttle,max_throttle,min_throttle,throttle_std,full_throttle_pct,brake_pct,brake_events,hard_brake_events,drs_pct,gear_changes,distance_traveled,trajectory_length,trajectory_variation,telemetry_points,trajectory_points,has_telemetry,has_trajectory
2024,1250,Las Vegas Grand Prix,9644,Race,10,Pierre GASLY,Alpine,1,105.796,34.507,34.078,37.211,170.0,205.0,285.0,False,1,MEDIUM,1,10,0,0.0,208.60731707317072,342.0,0.0,89.86518056604436,10560.631707317074,12228.0,4823.0,1219.354714780757,68.71219512195123,100.0,0.0,40.12207102065293,0.524390243902439,0.18292682926829268,8,8,0.9975609756097561,54,61162.53298787459,61162.53298787459,1.8245087018590704,410,400,True,True
2024,1250,Las Vegas Grand Prix,9644,Race,10,Pierre GASLY,Alpine,2,99.956,29.441,33.48,37.035,173.0,205.0,288.0,False,1,MEDIUM,1,10,0,1.0,221.22164948453607,345.0,82.0,85.62867778457677,10633.002577319588,12346.0,7323.0,1110.6972164790855,67.99226804123711,100.0,0.0,43.064174624542645,0.5824742268041238,0.211340206185567,8,8,0.18041237113402062,56,61275.35216562955,61275.35216562955,1.826185020127941,388,390,True,True
2024,1250,Las Vegas Grand Prix,9644,Race,10,Pierre GASLY,Alpine,3,99.234,28.763,33.421,37.05,177.0,206.0,307.0,False,1,MEDIUM,1,10,0,2.0,222.40322580645162,339.0,86.0,83.86592468295753,10629.978494623656,12119.0,7285.0,1021.3168284394651,68.91666666666667,100.0,0.0,42.69170604734572,0.5752688172043011,0.1935483870967742,8,8,0.0,53,61855.06344162281,61855.06344162281,1.8236622119801085,372,379,True,True
2024,1250,Las Vegas Grand Prix,9644,Race,10,Pierre GASLY,Alpine,4,99.635,28.637,33.332,37.666,,205.0,275.0,False,1,MEDIUM,1,10,0,3.0,220.95324675324676,337.0,81.0,84.626653847394,10574.742857142857,12049.0,7401.0,1125.8992060523178,68.55584415584416,100.0,0.0,42.26032646725022,0.574025974025974,0.2,8,8,0.0,51,61477.72401612855,61477.72401612855,1.8272292510589323,385,385,True,True
2024,1250,Las Vegas Grand Prix,9644,Race,10,Pierre GASLY,Alpine,5,99.24,28.941,33.248,37.051,,205.0,307.0,False,1,MEDIUM,1,10,0,4.0,224.19086021505376,340.0,85.0,84.74943221373434,10649.220430107527,12139.0,7412.0,1039.8795214603003,69.83333333333333,100.0,0.0,42.21742450576114,0.5779569892473119,0.1827956989247312,7,7,0.0913978494623656,54,61164.934336908686,61164.934336908686,1.8258076169308903,372,376,True,True
2024,1250,Las Vegas Grand Prix,9644,Race,10,Pierre GASLY,Alpine,6,99.408,28.912,33.361,37.135,175.0,204.0,311.0,False,1,MEDIUM,1,10,0,5.0,222.86933333333334,338.0,84.0,84.5443094451398,10567.733333333334,12108.0,7433.0,1068.286936902046,69.136,100.0,0.0,41.87811087748189,0.552,0.2,8,8,0.0,54,61093.3151401738,61093.3151401738,1.8196480407382463,375,372,True,True
2024,1250,Las Vegas Grand Prix,9644,Race,10,Pierre GASLY,Alpine,7,99.668,28.857,33.553,37.258,174.0,203.0,309.0,False,1,MEDIUM,1,10,0,6.0,221.49202127659575,336.0,81.0,84.80230413970958,10543.140957446809,12351.0,7153.0,1137.4009560916643,69.64893617021276,100.0,0.0,41.5210040276486,0.5611702127659575,0.18085106382978725,8,8,0.0,52,61513.87859326776,61513.87859326776,1.83975600008887,376,381,True,True
2024,1250,Las Vegas Grand Prix,9644,Race,10,Pierre GASLY,Alpine,8,101.258,28.88,33.967,38.411,172.0,203.0,319.0,False,1,MEDIUM,1,10,0,7.0,217.29946524064172,336.0,70.0,86.75776807047106,10406.245989304813,12176.0,6244.0,1323.8198612540752,69.3716577540107,100.0,0.0,41.00115231105999,0.5641711229946524,0.17379679144385027,7,7,0.0,52,61311.81430223822,61311.81430223822,1.8279863928635889,374,382,True,True
2024,1250,Las Vegas Grand Prix,9644,Race,10,Pierre GASLY,Alpine,9,101.862,30.062,34.253,37.547,,203.0,313.0,False,1,MEDIUM,1,10,0,8.0,216.94315245478037,337.0,81.0,86.0015135578908,10349.550387596899,12127.0,6333.0,1396.6062610824433,65.56589147286822,100.0,0.0,41.45802240987977,0.2997416020671835,0.19896640826873385,7,7,0.09043927648578812,50,61456.69996668852,61456.69996668852,1.8147229927958208,387,390,True,True
2024,1250,Las Vegas Grand Prix,9644,Race,10,Pierre GASLY,Alpine,10,106.263,29.006,34.44,42.817,,201.0,290.0,False,1,MEDIUM,1,10,0,9.0,207.27204030226702,335.0,77.0,87.24753602934773,10190.919395465995,12025.0,5998.0,1410.901831591964,65.43324937027708,100.0,0.0,42.2400326164239,0.48866498740554154,0.21662468513853905,8,8,0.0,54,61712.47323905239,61712.47323905239,1.7927891473052626,397,400,True,True
2024,1250,Las Vegas Grand Prix,9644,Race,10,Pierre GASLY,Alpine,11,116.714,46.394,33.574,36.746,176.0,203.0,313.0,True,2,HARD,11,15,0,0.0,189.40046296296296,357.0,0.0,104.86642429409953,10013.4375,12752.0,3715.0,1805.522603318427,66.13657407407408,100.0,0.0,41.17332779356516,0.5138888888888888,0.19212962962962962,11,11,0.14583333333333334,51,61393.55982691048,61393.55982691048,1.717576684122983,432,452,True,True
2024,1250,Las Vegas Grand Prix,9644,Race,10,Pierre GASLY,Alpine,12,98.621,28.946,33.114,36.561,175.0,206.0,307.0,False,2,HARD,11,15,0,1.0,222.22074468085106,348.0,84.0,87.21751785462624,10615.18085106383,12445.0,6966.0,1190.955672601379,69.71010638297872,100.0,0.0,41.62910581615358,0.5771276595744681,0.18617021276595744,9,9,0.1622340425531915,53,61382.34600456005,61382.34600456005,1.8290421892801096,376,387,True,True
2024,1250,Las Vegas Grand Prix,9644,Race,10,Pierre GASLY,Alpine,13,98.314,28.549,33.057,36.708,,205.0,313.0,False,2,HARD,11,15,0,2.0,224.68767908309457,339.0,84.0,85.01183057766933,10662.412607449856,12088.0,7549.0,1050.5063270738265,70.75358166189112,100.0,0.0,41.85247689701592,0.6017191977077364,0.18624641833810887,7,7,0.16332378223495703,53,61393.757695345215,61393.757695345215,1.8234627983763534,349,379,True,True
2024,1250,Las Vegas Grand Prix,9644,Race,10,Pierre GASLY,Alpine,14,100.248,28.654,34.107,37.487,,207.0,278.0,False,2,HARD,11,15,0,3.0,217.80555555555554,361.0,81.0,89.242497177461,10472.68611111111,12977.0,7062.0,1279.0376781116813,67.94444444444444,104.0,0.0,42.250670240866825,0.5416666666666666,0.175,7,7,0.15833333333333333,53,61071.46998961296,61071.46998961296,1.7864432500692853,360,389,True,True
2024,1250,Las Vegas Grand Prix,9644,Race,10,Pierre GASLY,Alpine,15,111.222,29.933,34.781,46.508,163.0,194.0,261.0,False,2,HARD,11,15,0,4.0,198.67560975609757,330.0,73.0,79.95751701414459,10056.439024390244,12673.0,6383.0,1322.4084190482831,61.38048780487805,100.0,0.0,43.46943540461726,0.45365853658536587,0.22195121951219512,10,10,0.07804878048780488,53,61935.53748216192,61935.53748216192,1.7665482150846605,410,423,True,True
