season,meeting_key,meeting_name,meeting_date_start,session_key,session_name,driver_number,driver_name,team_name,lap_number,lap_duration,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,st_speed,is_pit_out_lap,weather_date,track_temperature,air_temperature,stint_number,compound,stint_lap_start,stint_lap_end,tyre_age_at_start,tyre_age_at_lap,avg_speed,max_speed,min_speed,speed_std,avg_rpm,max_rpm,min_rpm,rpm_std,avg_throttle,max_throttle,min_throttle,throttle_std,full_throttle_pct,brake_pct,brake_events,hard_brake_events,drs_pct,gear_changes,distance_traveled,trajectory_length,trajectory_variation,telemetry_points,trajectory_points,has_telemetry,has_trajectory
2023,1208,Miami Grand Prix,2023-05-05T18:00:00+00:00,9078,Race,1,Max VERSTAPPEN,Red Bull Racing,1,102.11,39.631,36.216,26.263,212.0,186.0,306.0,False,2023-05-07 19:33:25.355000+00:00,33.8,26.6,1,HARD,1,45,0,0.0,185.0,327.0,0.0,85.87039998548713,9875.873350923483,11902.0,4755.0,1634.0635121672667,57.0131926121372,100.0,0.0,43.19303587828049,0.43799472295514513,0.20052770448548812,11,11,1.0,46,52917.13877383762,52917.13877383762,1.8834445832142572,379,393,True,True
2023,1208,Miami Grand Prix,2023-05-05T18:00:00+00:00,9078,Race,1,Max VERSTAPPEN,Red Bull Racing,2,94.26,32.857,35.277,26.126,,184.0,295.0,False,2023-05-07 19:35:25.369000+00:00,33.7,26.6,1,HARD,1,45,0,1.0,205.63812154696132,322.0,66.0,81.60048873761278,9824.950276243095,11778.0,5314.0,1690.7954689936737,59.651933701657455,100.0,0.0,44.417660604863734,0.4889502762430939,0.212707182320442,9,9,1.0,37,53192.10927533456,53192.10927533456,1.92279407878796,362,369,True,True
2023,1208,Miami Grand Prix,2023-05-05T18:00:00+00:00,9078,Race,1,Max VERSTAPPEN,Red Bull Racing,3,94.127,32.337,35.896,25.894,215.0,183.0,286.0,False,2023-05-07 19:37:25.368000+00:00,33.9,26.7,1,HARD,1,45,0,2.0,203.51790633608815,346.0,60.0,86.85564214214935,9845.184573002754,12222.0,4790.0,1776.7977778417203,57.52892561983471,100.0,0.0,44.676876211209226,0.4573002754820937,0.24517906336088155,9,9,0.3085399449035813,41,52667.806768307404,52667.806768307404,1.907137368126328,363,370,True,True
2023,1208,Miami Grand Prix,2023-05-05T18:00:00+00:00,9078,Race,1,Max VERSTAPPEN,Red Bull Racing,4,92.935,32.042,34.996,25.897,213.0,185.0,309.0,False,2023-05-07 19:38:25.367000+00:00,33.9,26.7,1,HARD,1,45,0,3.0,206.3008356545961,324.0,65.0,80.84876196503814,9915.289693593315,11977.0,5363.0,1590.3172979874737,62.97493036211699,100.0,0.0,43.414013063613794,0.5125348189415042,0.20334261838440112,9,9,0.022284122562674095,37,53287.43196530064,53287.43196530064,1.880741366807851,359,368,True,True
2023,1208,Miami Grand Prix,2023-05-05T18:00:00+00:00,9078,Race,1,Max VERSTAPPEN,Red Bull Racing,5,92.875,32.029,34.998,25.848,,186.0,309.0,False,2023-05-07 19:40:25.350000+00:00,34.5,26.9,1,HARD,1,45,0,4.0,205.31267605633803,319.0,66.0,80.1591075011064,9843.498591549296,11804.0,5541.0,1666.119581077157,62.94929577464789,100.0,0.0,43.768890081205925,0.523943661971831,0.2,10,10,0.0,33,53367.23795798843,53367.23795798843,1.9140379345069458,355,368,True,True
2023,1208,Miami Grand Prix,2023-05-05T18:00:00+00:00,9078,Race,1,Max VERSTAPPEN,Red Bull Racing,6,92.753,31.893,35.037,25.823,211.0,185.0,307.0,False,2023-05-07 19:41:25.365000+00:00,35.2,26.9,1,HARD,1,45,0,5.0,207.40652818991097,335.0,67.0,82.29946954478542,9878.154302670624,11886.0,5300.0,1715.8356011047733,60.916913946587535,100.0,0.0,44.65687427653065,0.5133531157270029,0.21364985163204747,9,9,0.17804154302670624,33,53122.37866520249,53122.37866520249,1.916639759406952,337,354,True,True
2023,1208,Miami Grand Prix,2023-05-05T18:00:00+00:00,9078,Race,1,Max VERSTAPPEN,Red Bull Racing,7,92.555,31.915,34.921,25.719,213.0,185.0,318.0,False,2023-05-07 19:43:25.363000+00:00,35.5,27.2,1,HARD,1,45,0,6.0,205.84256559766763,341.0,64.0,85.15072382748619,9815.813411078718,11953.0,5171.0,1742.396041428175,59.74052478134111,100.0,0.0,44.32874495041703,0.48104956268221577,0.21282798833819241,9,9,0.33527696793002915,38,53382.23092090681,53382.23092090681,1.8688301459778032,343,363,True,True
2023,1208,Miami Grand Prix,2023-05-05T18:00:00+00:00,9078,Race,1,Max VERSTAPPEN,Red Bull Racing,8,92.947,32.196,35.116,25.635,,186.0,337.0,False,2023-05-07 19:44:25.363000+00:00,35.6,27.3,1,HARD,1,45,0,7.0,206.56764705882352,350.0,60.0,86.30028703035983,9796.211764705882,12275.0,5164.0,1849.76439259082,60.11764705882353,100.0,0.0,44.58235255310726,0.48823529411764705,0.23823529411764705,9,9,0.35294117647058826,36,53361.38902901116,53361.38902901116,1.892386885034475,340,360,True,True
2023,1208,Miami Grand Prix,2023-05-05T18:00:00+00:00,9078,Race,1,Max VERSTAPPEN,Red Bull Racing,9,92.988,31.89,35.221,25.877,210.0,184.0,318.0,False,2023-05-07 19:46:25.361000+00:00,37.4,27.5,1,HARD,1,45,0,8.0,208.31767955801104,345.0,60.0,85.27466942442098,9880.497237569061,12203.0,5165.0,1798.4849536333097,62.52209944751381,100.0,0.0,43.91422840453651,0.5276243093922652,0.20165745856353592,9,9,0.31767955801104975,36,53218.328668535425,53218.328668535425,1.876794341880694,362,360,True,True
2023,1208,Miami Grand Prix,2023-05-05T18:00:00+00:00,9078,Race,1,Max VERSTAPPEN,Red Bull Racing,10,92.74,31.796,35.097,25.847,213.0,187.0,307.0,False,2023-05-07 19:47:25.361000+00:00,37.6,27.5,1,HARD,1,45,0,9.0,206.17464788732394,317.0,65.0,78.5797015654517,9835.676056338029,11826.0,5307.0,1656.7175809255564,62.10704225352113,100.0,0.0,43.893980221693724,0.5154929577464789,0.19436619718309858,9,9,0.0,35,53131.5762404623,53131.5762404623,1.8848035011866688,355,358,True,True
