season,meeting_key,meeting_name,meeting_date_start,session_key,session_name,driver_number,driver_name,team_name,lap_number,lap_duration,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,st_speed,is_pit_out_lap,weather_date,track_temperature,air_temperature,circuit_speed_class,stint_number,compound,stint_lap_start,stint_lap_end,tyre_age_at_start,tyre_age_at_lap,avg_speed,max_speed,min_speed,speed_std,avg_rpm,max_rpm,min_rpm,rpm_std,avg_throttle,max_throttle,min_throttle,throttle_std,full_throttle_pct,brake_pct,brake_events,hard_brake_events,drs_pct,gear_changes,distance_traveled,trajectory_length,trajectory_variation,telemetry_points,trajectory_points,has_telemetry,has_trajectory
2023,1214,British Grand Prix,2023-07-07T11:30:00+00:00,9126,Race,11,Sergio PEREZ,Red Bull Racing,1,104.342,37.039,40.304,26.999,303.0,255,306,False,2023-07-09 14:03:13.547000+00:00,29.6,21.4,medium,1,MEDIUM,1,28,0,0.0,201.48469387755102,310.0,0.0,72.03740362356666,10087.785714285714,12362.0,4269.0,1578.2829875454877,60.94642857142857,100.0,0.0,42.688951965326574,0.45918367346938777,0.2066326530612245,11,11,1.0,45,58251.64694599631,58251.64694599631,1.769013993173894,392,410,True,True
2023,1214,British Grand Prix,2023-07-07T11:30:00+00:00,9126,Race,11,Sergio PEREZ,Red Bull Racing,2,95.482,30.357,38.727,26.398,291.0,253,297,False,2023-07-09 14:05:13.545000+00:00,29.5,21.4,medium,1,MEDIUM,1,28,0,1.0,217.40997229916897,302.0,75.0,68.6259548087051,10214.698060941828,12478.0,6435.0,1391.2926352573882,65.74238227146814,100.0,0.0,43.188020344187926,0.554016620498615,0.1772853185595568,9,9,1.0,38,58041.66458366605,58041.66458366605,1.7982495742686377,361,375,True,True
2023,1214,British Grand Prix,2023-07-07T11:30:00+00:00,9126,Race,11,Sergio PEREZ,Red Bull Racing,3,94.38,30.134,38.414,25.832,318.0,256,324,False,2023-07-09 14:06:13.544000+00:00,29.6,21.5,medium,1,MEDIUM,1,28,0,2.0,220.54178674351584,325.0,79.0,71.72847745945768,10320.881844380403,11883.0,6349.0,1253.6159183599555,67.11239193083574,100.0,0.0,42.57194678842485,0.5763688760806917,0.1729106628242075,9,9,0.27953890489913547,43,58118.04363526034,58118.04363526034,1.8100487715255793,347,373,True,True
2023,1214,British Grand Prix,2023-07-07T11:30:00+00:00,9126,Race,11,Sergio PEREZ,Red Bull Racing,4,94.339,29.668,38.564,26.107,312.0,253,326,False,2023-07-09 14:08:13.541000+00:00,29.4,21.4,medium,1,MEDIUM,1,28,0,3.0,221.74175824175825,327.0,78.0,70.70088139390923,10160.755494505494,11867.0,5765.0,1494.0607465537964,65.65934065934066,100.0,0.0,43.72654027978883,0.5631868131868132,0.17857142857142858,9,9,0.25824175824175827,37,57990.55713083048,57990.55713083048,1.8177266266173664,364,366,True,True
2023,1214,British Grand Prix,2023-07-07T11:30:00+00:00,9126,Race,11,Sergio PEREZ,Red Bull Racing,5,94.073,29.706,38.28,26.087,310.0,254,296,False,2023-07-09 14:09:13.540000+00:00,29.3,21.4,medium,1,MEDIUM,1,28,0,4.0,220.82267441860466,312.0,73.0,70.21818536275474,10228.218023255815,12155.0,5963.0,1411.096387038239,66.875,100.0,0.0,43.01580378186603,0.5784883720930233,0.16569767441860464,8,8,0.1511627906976744,44,58040.57132904095,58040.57132904095,1.8048742412751995,344,356,True,True
2023,1214,British Grand Prix,2023-07-07T11:30:00+00:00,9126,Race,11,Sergio PEREZ,Red Bull Racing,6,93.671,29.579,38.359,25.733,309.0,257,326,False,2023-07-09 14:11:13.538000+00:00,29.4,21.5,medium,1,MEDIUM,1,28,0,5.0,223.4297520661157,328.0,79.0,71.16037369376338,10281.881542699724,11983.0,5669.0,1363.1311507618166,67.17079889807162,100.0,0.0,42.593452932288734,0.5757575757575758,0.15151515151515152,9,9,0.2837465564738292,40,57841.650260838665,57841.650260838665,1.7921636359360587,363,365,True,True
2023,1214,British Grand Prix,2023-07-07T11:30:00+00:00,9126,Race,11,Sergio PEREZ,Red Bull Racing,7,93.919,29.883,38.065,25.971,288.0,255,295,False,2023-07-09 14:13:13.552000+00:00,29.3,21.4,medium,1,MEDIUM,1,28,0,6.0,222.07344632768363,298.0,84.0,66.65405439445428,10276.274011299434,12057.0,6225.0,1263.7887352285939,67.93785310734464,100.0,0.0,42.44899341231233,0.5819209039548022,0.1553672316384181,8,8,0.0,33,58028.80504325623,58028.80504325623,1.7907519577022026,354,365,True,True
2023,1214,British Grand Prix,2023-07-07T11:30:00+00:00,9126,Race,11,Sergio PEREZ,Red Bull Racing,8,93.568,29.897,37.909,25.762,291.0,256,299,False,2023-07-09 14:14:13.551000+00:00,29.2,21.4,medium,1,MEDIUM,1,28,0,7.0,222.74480712166172,300.0,81.0,68.64694981807142,10320.299703264094,12052.0,6028.0,1352.0359202929942,69.28486646884274,100.0,0.0,42.13355383199151,0.6112759643916914,0.1513353115727003,9,9,0.0,34,58004.55974517884,58004.55974517884,1.7954017241939397,337,364,True,True
2023,1214,British Grand Prix,2023-07-07T11:30:00+00:00,9126,Race,11,Sergio PEREZ,Red Bull Racing,9,93.271,29.541,37.868,25.862,309.0,260,330,False,2023-07-09 14:16:13.548000+00:00,29.1,21.4,medium,1,MEDIUM,1,28,0,8.0,224.06232294617564,331.0,77.0,71.1550322097336,10268.172804532578,11984.0,5652.0,1374.3019865766641,65.20113314447592,100.0,0.0,43.23578937795917,0.546742209631728,0.18413597733711048,8,8,0.26912181303116145,36,58138.457752194445,58138.457752194445,1.8180282892551156,353,355,True,True
2023,1214,British Grand Prix,2023-07-07T11:30:00+00:00,9126,Race,11,Sergio PEREZ,Red Bull Racing,10,93.364,29.769,37.805,25.79,291.0,255,296,False,2023-07-09 14:17:13.547000+00:00,29.1,21.3,medium,1,MEDIUM,1,28,0,9.0,224.95870206489676,299.0,83.0,67.10937275075464,10317.666666666666,12057.0,5952.0,1308.5432839830062,70.20648967551622,100.0,0.0,41.5396723947466,0.6106194690265486,0.15339233038348082,8,8,0.0,33,58075.32116832421,58075.32116832421,1.8031221792684715,339,360,True,True
