season,meeting_key,meeting_name,meeting_date_start,session_key,session_name,driver_number,driver_name,team_name,lap_number,lap_duration,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,st_speed,is_pit_out_lap,weather_date,track_temperature,air_temperature,circuit_speed_class,stint_number,compound,stint_lap_start,stint_lap_end,tyre_age_at_start,tyre_age_at_lap,avg_speed,max_speed,min_speed,speed_std,avg_rpm,max_rpm,min_rpm,rpm_std,avg_throttle,max_throttle,min_throttle,throttle_std,full_throttle_pct,brake_pct,brake_events,hard_brake_events,drs_pct,gear_changes,distance_traveled,trajectory_length,trajectory_variation,telemetry_points,trajectory_points,has_telemetry,has_trajectory
2023,1212,Canadian Grand Prix,2023-06-16T17:30:00+00:00,9110,Race,55,Carlos SAINZ,Ferrari,1,90.562,31.52,27.393,31.649,230.0,277,315,False,2023-06-18 18:02:59.655000+00:00,33.1,18.4,medium,1,MEDIUM,1,38,0,0.0,176.9742857142857,318.0,0.0,78.05673337060549,9771.431428571428,12322.0,4635.0,1699.848374628317,59.354285714285716,100.0,0.0,40.75053263705986,0.4114285714285714,0.26857142857142857,16,16,1.0,51,44055.31917091552,44055.31917091552,1.6828419303431206,350,349,True,True
2023,1212,Canadian Grand Prix,2023-06-16T17:30:00+00:00,9110,Race,55,Carlos SAINZ,Ferrari,2,78.944,22.192,25.321,31.431,246.0,273,308,False,2023-06-18 18:04:59.685000+00:00,32.5,18.3,medium,1,MEDIUM,1,38,0,1.0,196.50511945392492,310.0,58.0,70.04175357182147,9945.143344709897,12258.0,4958.0,1573.8745173987477,65.40273037542661,100.0,0.0,41.96392395911941,0.515358361774744,0.21843003412969283,7,7,1.0,41,43014.21384625764,43014.21384625764,1.7025981279365687,293,315,True,True
2023,1212,Canadian Grand Prix,2023-06-16T17:30:00+00:00,9110,Race,55,Carlos SAINZ,Ferrari,3,78.86,22.437,25.355,31.068,245.0,276,327,False,2023-06-18 18:05:59.684000+00:00,32.5,18.5,medium,1,MEDIUM,1,38,0,2.0,196.47712418300654,330.0,59.0,75.29350716891221,9787.849673202614,11991.0,5089.0,1759.318951606071,63.62091503267974,100.0,0.0,42.545939267835216,0.5098039215686274,0.2222222222222222,7,7,0.5816993464052288,42,42824.70141009411,42824.70141009411,1.6866613869464646,306,303,True,True
2023,1212,Canadian Grand Prix,2023-06-16T17:30:00+00:00,9110,Race,55,Carlos SAINZ,Ferrari,4,78.579,22.282,25.164,31.133,246.0,277,332,False,2023-06-18 18:06:59.682000+00:00,32.5,18.5,medium,1,MEDIUM,1,38,0,3.0,196.31632653061226,334.0,57.0,76.03140198093085,9871.510204081633,11997.0,4932.0,1739.8647784166412,64.0952380952381,100.0,0.0,41.84687560299366,0.4931972789115646,0.20408163265306123,7,7,0.6020408163265306,42,42987.62088652685,42987.62088652685,1.6817733998178976,294,312,True,True
2023,1212,Canadian Grand Prix,2023-06-16T17:30:00+00:00,9110,Race,55,Carlos SAINZ,Ferrari,5,78.539,22.435,25.123,30.981,,279,333,False,2023-06-18 18:08:59.712000+00:00,31.1,18.5,medium,1,MEDIUM,1,38,0,4.0,195.20344827586206,337.0,57.0,74.98411318065116,9804.079310344827,12111.0,5055.0,1745.4434642271622,61.83448275862069,100.0,0.0,42.9391733041381,0.4793103448275862,0.24482758620689654,8,8,0.5793103448275863,42,42607.601131115545,42607.601131115545,1.6921096268332325,290,299,True,True
2023,1212,Canadian Grand Prix,2023-06-16T17:30:00+00:00,9110,Race,55,Carlos SAINZ,Ferrari,6,78.599,22.51,25.105,30.984,,280,337,False,2023-06-18 18:09:59.726000+00:00,30.8,18.5,medium,1,MEDIUM,1,38,0,5.0,197.76065573770492,338.0,56.0,73.91385166815803,9838.727868852458,12058.0,4902.0,1723.8525976439096,61.734426229508195,100.0,0.0,43.38827704952716,0.49508196721311476,0.23934426229508196,7,7,0.5901639344262295,44,42923.61880087976,42923.61880087976,1.6972732178056031,305,310,True,True
2023,1212,Canadian Grand Prix,2023-06-16T17:30:00+00:00,9110,Race,55,Carlos SAINZ,Ferrari,7,79.321,22.344,25.391,31.586,245.0,280,336,False,2023-06-18 18:10:59.741000+00:00,30.8,18.5,medium,1,MEDIUM,1,38,0,6.0,198.58724832214764,338.0,58.0,75.0150819632857,9800.305369127516,12042.0,5091.0,1697.613221072584,61.59060402684564,100.0,0.0,42.673021422829585,0.47315436241610737,0.2348993288590604,8,8,0.6040268456375839,45,42821.18239584465,42821.18239584465,1.6869673701317804,298,300,True,True
2023,1212,Canadian Grand Prix,2023-06-16T17:30:00+00:00,9110,Race,55,Carlos SAINZ,Ferrari,8,93.566,34.081,28.358,31.127,177.0,277,335,False,2023-06-18 18:11:59.740000+00:00,30.8,18.5,medium,1,MEDIUM,1,38,0,7.0,165.71666666666667,337.0,33.0,82.97759235681241,9161.644444444444,12034.0,3634.0,1973.1891364044884,47.56388888888889,100.0,0.0,41.44817817185011,0.30277777777777776,0.25833333333333336,8,8,0.8722222222222222,43,42936.61672147158,42936.61672147158,1.7548240692960955,360,360,True,True
2023,1212,Canadian Grand Prix,2023-06-16T17:30:00+00:00,9110,Race,55,Carlos SAINZ,Ferrari,9,78.749,22.41,25.2,31.139,246.0,278,331,False,2023-06-18 18:13:59.769000+00:00,31.1,18.6,medium,1,MEDIUM,1,38,0,8.0,194.97666666666666,333.0,54.0,75.59970980250004,9773.793333333333,12077.0,4680.0,1758.1036992421377,63.25,100.0,0.0,42.66349923138826,0.49666666666666665,0.23333333333333334,8,8,0.5966666666666667,42,42931.700694580024,42931.700694580024,1.676831932377929,300,282,True,True
2023,1212,Canadian Grand Prix,2023-06-16T17:30:00+00:00,9110,Race,55,Carlos SAINZ,Ferrari,10,79.26,22.749,25.37,31.141,245.0,274,331,False,2023-06-18 18:14:59.783000+00:00,31.6,18.7,medium,1,MEDIUM,1,38,0,9.0,195.09666666666666,332.0,56.0,74.07816134927276,9767.276666666667,11974.0,4928.0,1737.9067639324678,62.413333333333334,100.0,0.0,42.59572539847422,0.48,0.24333333333333335,7,7,0.5833333333333334,41,42831.23108539314,42831.23108539314,1.6970905410602846,300,315,True,True
