season,meeting_key,meeting_name,meeting_date_start,session_key,session_name,driver_number,driver_name,team_name,lap_number,lap_duration,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,st_speed,is_pit_out_lap,weather_date,track_temperature,air_temperature,circuit_speed_class,stint_number,compound,stint_lap_start,stint_lap_end,tyre_age_at_start,tyre_age_at_lap,avg_speed,max_speed,min_speed,speed_std,avg_rpm,max_rpm,min_rpm,rpm_std,avg_throttle,max_throttle,min_throttle,throttle_std,full_throttle_pct,brake_pct,brake_events,hard_brake_events,drs_pct,gear_changes,distance_traveled,trajectory_length,trajectory_variation,telemetry_points,trajectory_points,has_telemetry,has_trajectory
2023,1141,Bahrain Grand Prix,2023-03-03T11:30:00+00:00,7953,Race,77,Valtteri BOTTAS,Alfa Romeo,1,104.53,36.2,43.757,24.573,230.0,251,266.0,False,2023-03-05 15:03:47.578000+00:00,31.2,27.3,medium,1,SOFT,1,11,0,0.0,177.65413533834587,284.0,0.0,67.88893832251411,9840.280701754386,12267.0,4967.0,1711.315451001246,61.822055137844615,100.0,0.0,42.18274974117125,0.46365914786967416,0.2756892230576441,15,15,1.0,54,51911.9658432233,51911.9658432233,1.7433175282674185,399,402,True,True
2023,1141,Bahrain Grand Prix,2023-03-03T11:30:00+00:00,7953,Race,77,Valtteri BOTTAS,Alfa Romeo,2,99.956,31.722,43.495,24.739,228.0,247,290.0,False,2023-03-05 15:05:47.607000+00:00,31.1,27.3,medium,1,SOFT,1,11,0,1.0,193.7319034852547,299.0,58.0,66.65104980878148,9849.080428954423,12101.0,4846.0,1740.5471679714194,65.22520107238606,100.0,0.0,42.39173509126562,0.5040214477211796,0.2386058981233244,8,8,1.0,39,53068.088374018655,53068.088374018655,1.7557289379956185,373,380,True,True
2023,1141,Bahrain Grand Prix,2023-03-03T11:30:00+00:00,7953,Race,77,Valtteri BOTTAS,Alfa Romeo,3,99.397,31.428,43.378,24.591,227.0,246,302.0,False,2023-03-05 15:06:47.606000+00:00,31.1,27.3,medium,1,SOFT,1,11,0,2.0,193.31805929919136,304.0,57.0,69.08338000950924,9846.727762803235,12214.0,4817.0,1797.9885867913406,63.905660377358494,100.0,0.0,42.757376631054335,0.49865229110512127,0.2560646900269542,8,8,0.32345013477088946,41,53313.18762733197,53313.18762733197,1.727346114633507,371,378,True,True
2023,1141,Bahrain Grand Prix,2023-03-03T11:30:00+00:00,7953,Race,77,Valtteri BOTTAS,Alfa Romeo,4,99.823,31.568,43.543,24.712,226.0,244,307.0,False,2023-03-05 15:08:47.604000+00:00,31.2,27.3,medium,1,SOFT,1,11,0,3.0,193.96124031007753,312.0,58.0,69.46027471754131,9853.007751937985,12430.0,4813.0,1808.316247536005,64.68733850129199,100.0,0.0,43.021092355844104,0.5167958656330749,0.24031007751937986,8,8,0.25064599483204136,41,53119.73498561386,53119.73498561386,1.7400565987881913,387,392,True,True
2023,1141,Bahrain Grand Prix,2023-03-03T11:30:00+00:00,7953,Race,77,Valtteri BOTTAS,Alfa Romeo,5,101.033,32.204,44.132,24.697,,239,297.0,False,2023-03-05 15:10:47.602000+00:00,31.0,27.2,medium,1,SOFT,1,11,0,4.0,191.3846153846154,302.0,54.0,68.49734705639727,9800.212201591512,12382.0,4635.0,1845.2907809817725,64.59681697612731,100.0,0.0,42.61258192611043,0.506631299734748,0.2546419098143236,11,11,0.08222811671087533,42,53078.68666035544,53078.68666035544,1.7450859098701503,377,376,True,True
2023,1141,Bahrain Grand Prix,2023-03-03T11:30:00+00:00,7953,Race,77,Valtteri BOTTAS,Alfa Romeo,6,100.265,31.687,43.789,24.789,229.0,239,292.0,False,2023-03-05 15:11:47.600000+00:00,31.0,27.2,medium,1,SOFT,1,11,0,5.0,192.32075471698113,301.0,60.0,65.32611185426882,9856.838274932614,12086.0,5037.0,1776.1934481411831,64.91644204851752,100.0,0.0,42.92877601937393,0.5148247978436657,0.2210242587601078,9,9,0.0,43,53005.268186425,53005.268186425,1.7482836404367434,371,371,True,True
2023,1141,Bahrain Grand Prix,2023-03-03T11:30:00+00:00,7953,Race,77,Valtteri BOTTAS,Alfa Romeo,7,100.564,31.983,43.92,24.661,226.0,238,293.0,False,2023-03-05 15:13:47.630000+00:00,30.9,27.1,medium,1,SOFT,1,11,0,6.0,192.73297002724794,300.0,60.0,65.54108953217437,9868.653950953678,12232.0,5087.0,1747.634196140546,65.71662125340599,100.0,0.0,42.301001611757535,0.5149863760217984,0.22615803814713897,8,8,0.0,42,53166.95058284237,53166.95058284237,1.7223908048184329,367,372,True,True
2023,1141,Bahrain Grand Prix,2023-03-03T11:30:00+00:00,7953,Race,77,Valtteri BOTTAS,Alfa Romeo,8,100.387,31.864,43.791,24.732,228.0,239,,False,2023-03-05 15:15:47.612000+00:00,30.9,27.1,medium,1,SOFT,1,11,0,7.0,190.8025974025974,301.0,59.0,66.75411359283552,9777.872727272726,12172.0,4700.0,1812.3503436745439,62.688311688311686,100.0,0.0,43.268494203705515,0.4909090909090909,0.23116883116883116,8,8,0.0,40,53195.36373016752,53195.36373016752,1.7305980889046328,385,388,True,True
2023,1141,Bahrain Grand Prix,2023-03-03T11:30:00+00:00,7953,Race,77,Valtteri BOTTAS,Alfa Romeo,9,100.275,31.936,43.661,24.678,,238,,False,2023-03-05 15:16:47.642000+00:00,30.9,27.1,medium,1,SOFT,1,11,0,8.0,191.4794520547945,300.0,61.0,68.40806441065325,9738.638356164383,12061.0,4947.0,1799.1179423772082,62.701369863013696,100.0,0.0,43.332687188142316,0.5013698630136987,0.2219178082191781,8,8,0.0,43,53212.393105934265,53212.393105934265,1.7634316309082128,365,375,True,True
2023,1141,Bahrain Grand Prix,2023-03-03T11:30:00+00:00,7953,Race,77,Valtteri BOTTAS,Alfa Romeo,10,100.676,31.929,43.981,24.766,227.0,238,292.0,False,2023-03-05 15:18:47.655000+00:00,30.8,27.1,medium,1,SOFT,1,11,0,9.0,190.46301369863014,300.0,58.0,67.26172048775155,9766.704109589042,12055.0,4789.0,1849.270501149431,63.07397260273972,100.0,0.0,43.67630004462707,0.5095890410958904,0.23013698630136986,8,8,0.0,44,53007.937408543454,53007.937408543454,1.7374203450214014,365,378,True,True
