season,meeting_key,meeting_name,meeting_date_start,session_key,session_name,driver_number,driver_name,team_name,lap_number,lap_duration,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,st_speed,is_pit_out_lap,weather_date,track_temperature,air_temperature,circuit_speed_class,stint_number,compound,stint_lap_start,stint_lap_end,tyre_age_at_start,tyre_age_at_lap,avg_speed,max_speed,min_speed,speed_std,avg_rpm,max_rpm,min_rpm,rpm_std,avg_throttle,max_throttle,min_throttle,throttle_std,full_throttle_pct,brake_pct,brake_events,hard_brake_events,drs_pct,gear_changes,distance_traveled,trajectory_length,trajectory_variation,telemetry_points,trajectory_points,has_telemetry,has_trajectory
2023,1141,Bahrain Grand Prix,2023-03-03T11:30:00+00:00,7953,Race,63,George RUSSELL,Mercedes,1,103.015,35.47,43.377,24.168,231.0,244,259.0,False,2023-03-05 15:03:47.578000+00:00,31.2,27.3,medium,1,SOFT,1,13,3,3.0,179.93129770992365,300.0,0.0,69.96500661205104,9979.106870229007,12702.0,4471.0,1793.3612573226224,61.89058524173028,100.0,0.0,42.6158739244488,0.4631043256997455,0.21882951653944022,10,10,1.0,69,51706.63743348418,51706.63743348418,1.7372821848584412,393,396,True,True
2023,1141,Bahrain Grand Prix,2023-03-03T11:30:00+00:00,7953,Race,63,George RUSSELL,Mercedes,2,99.59,31.709,43.468,24.413,214.0,239,306.0,False,2023-03-05 15:05:47.607000+00:00,31.1,27.3,medium,1,SOFT,1,13,3,4.0,195.84139784946237,311.0,55.0,68.22672596336736,10049.887096774193,12084.0,5701.0,1513.623109416736,61.95161290322581,100.0,0.0,42.99572149983085,0.4489247311827957,0.23118279569892472,9,9,0.9973118279569892,56,53084.12250443301,53084.12250443301,1.7243004760851812,372,380,True,True
2023,1141,Bahrain Grand Prix,2023-03-03T11:30:00+00:00,7953,Race,63,George RUSSELL,Mercedes,3,99.093,31.218,43.416,24.459,219.0,245,310.0,False,2023-03-05 15:06:47.606000+00:00,31.1,27.3,medium,1,SOFT,1,13,3,5.0,193.42702702702704,312.0,59.0,70.06719804953516,9844.894594594594,11993.0,4841.0,1718.7595172329636,60.65135135135135,100.0,0.0,43.14137740174502,0.44594594594594594,0.22972972972972974,8,8,0.21891891891891893,59,52977.317070250996,52977.317070250996,1.7173759207168484,370,377,True,True
2023,1141,Bahrain Grand Prix,2023-03-03T11:30:00+00:00,7953,Race,63,George RUSSELL,Mercedes,4,99.261,31.267,43.497,24.497,222.0,247,321.0,False,2023-03-05 15:08:47.604000+00:00,31.2,27.3,medium,1,SOFT,1,13,3,6.0,194.80729166666666,326.0,54.0,71.5710919074985,10012.875,12107.0,4829.0,1641.7236258096752,61.424479166666664,100.0,0.0,43.04000712442319,0.4505208333333333,0.21614583333333334,9,9,0.2942708333333333,61,53024.04951318151,53024.04951318151,1.7406057477294115,384,387,True,True
2023,1141,Bahrain Grand Prix,2023-03-03T11:30:00+00:00,7953,Race,63,George RUSSELL,Mercedes,5,99.549,31.367,43.763,24.419,227.0,243,314.0,False,2023-03-05 15:10:47.602000+00:00,31.0,27.2,medium,1,SOFT,1,13,3,7.0,193.83646112600536,325.0,60.0,70.88984439169347,9941.458445040214,12019.0,5001.0,1660.3881556315853,60.466487935656836,100.0,0.0,43.1334617870524,0.44235924932975873,0.2225201072386059,9,9,0.30563002680965146,65,53139.689778994514,53139.689778994514,1.7091604779237037,373,374,True,True
2023,1141,Bahrain Grand Prix,2023-03-03T11:30:00+00:00,7953,Race,63,George RUSSELL,Mercedes,6,99.493,31.196,43.619,24.678,228.0,255,323.0,False,2023-03-05 15:11:47.600000+00:00,31.0,27.2,medium,1,SOFT,1,13,3,8.0,195.82016348773843,328.0,56.0,72.64317124911732,9966.433242506811,12048.0,4716.0,1707.1642070227522,61.46049046321526,100.0,0.0,43.333859404357376,0.4604904632152589,0.23160762942779292,9,9,0.2970027247956403,63,53629.593640213934,53629.593640213934,1.750537915514089,367,366,True,True
2023,1141,Bahrain Grand Prix,2023-03-03T11:30:00+00:00,7953,Race,63,George RUSSELL,Mercedes,7,100.056,31.589,43.827,24.64,223.0,250,319.0,False,2023-03-05 15:13:47.630000+00:00,30.9,27.1,medium,1,SOFT,1,13,3,9.0,194.18579234972677,329.0,52.0,73.69171061553138,9945.781420765028,12256.0,4678.0,1722.66829224877,60.60382513661202,100.0,0.0,43.17474831973147,0.4371584699453552,0.21584699453551912,8,8,0.3005464480874317,64,53170.830179378,53170.830179378,1.7311419476090673,366,375,True,True
2023,1141,Bahrain Grand Prix,2023-03-03T11:30:00+00:00,7953,Race,63,George RUSSELL,Mercedes,8,100.31,31.522,44.119,24.669,227.0,249,312.0,False,2023-03-05 15:15:47.612000+00:00,30.9,27.1,medium,1,SOFT,1,13,3,10.0,191.45833333333334,324.0,57.0,69.01202592463304,9974.588541666666,12148.0,4881.0,1634.8356943034692,60.486979166666664,100.0,0.0,43.159706290990506,0.4401041666666667,0.23177083333333334,12,12,0.22395833333333334,61,53241.05452338063,53241.05452338063,1.7300396651650294,384,383,True,True
2023,1141,Bahrain Grand Prix,2023-03-03T11:30:00+00:00,7953,Race,63,George RUSSELL,Mercedes,9,100.42,31.652,44.022,24.746,228.0,254,306.0,False,2023-03-05 15:16:47.642000+00:00,30.9,27.1,medium,1,SOFT,1,13,3,11.0,191.9065934065934,309.0,57.0,70.63847020576328,9896.684065934065,12231.0,4775.0,1778.919485193484,62.502747252747255,100.0,0.0,42.6679936809817,0.47527472527472525,0.21428571428571427,8,8,0.07692307692307693,60,53104.77687905886,53104.77687905886,1.7533828687376036,364,376,True,True
2023,1141,Bahrain Grand Prix,2023-03-03T11:30:00+00:00,7953,Race,63,George RUSSELL,Mercedes,10,100.532,31.699,44.074,24.759,229.0,256,,False,2023-03-05 15:18:47.655000+00:00,30.8,27.1,medium,1,SOFT,1,13,3,12.0,192.33516483516485,313.0,57.0,68.73086366820385,9909.593406593407,12133.0,5122.0,1635.168077713759,61.92307692307692,100.0,0.0,42.8306095661417,0.4642857142857143,0.22527472527472528,9,9,0.0,61,53099.58575865867,53099.58575865867,1.7316036183234356,364,379,True,True
