season,meeting_key,meeting_name,session_key,session_name,driver_number,driver_name,team_name,lap_number,lap_duration,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,st_speed,is_pit_out_lap,stint_number,compound,stint_lap_start,stint_lap_end,tyre_age_at_start,tyre_age_at_lap,avg_speed,max_speed,min_speed,speed_std,avg_rpm,max_rpm,min_rpm,rpm_std,avg_throttle,max_throttle,min_throttle,throttle_std,full_throttle_pct,brake_pct,brake_events,hard_brake_events,drs_pct,gear_changes,distance_traveled,trajectory_length,trajectory_variation,telemetry_points,trajectory_points,has_telemetry,has_trajectory
2024,1248,Mexico City Grand Prix,9625,Race,11,Sergio PEREZ,Red Bull Racing,1,127.705,35.835,59.352,32.518,265.0,64,320.0,False,1,HARD,1,20,0,0.0,116.0083857442348,333.0,0.0,74.47977461669663,8164.754716981132,12608.0,3513.0,2339.9940064706193,27.20335429769392,100.0,0.0,37.27779096782038,0.1509433962264151,0.2431865828092243,14,14,1.0,39,41573.3106763492,41573.3106763492,1.8747045983512958,477,489,True,True
2024,1248,Mexico City Grand Prix,9625,Race,11,Sergio PEREZ,Red Bull Racing,2,137.144,66.692,40.202,30.25,188.0,192,157.0,False,1,HARD,1,20,0,1.0,112.51059730250482,248.0,30.0,62.40756851787891,7913.49710982659,12194.0,3361.0,2410.944910957486,27.148362235067438,100.0,0.0,38.418283423017364,0.15414258188824662,0.22157996146435452,15,15,1.0,39,42564.09527272831,42564.09527272831,1.8640486504447782,519,520,True,True
2024,1248,Mexico City Grand Prix,9625,Race,11,Sergio PEREZ,Red Bull Racing,3,135.573,58.772,46.649,30.152,228.0,259,65.0,False,1,HARD,1,20,0,2.0,113.01167315175097,268.0,39.0,68.33816592580816,7791.29766536965,12313.0,3561.0,2347.0173337030815,24.702334630350194,100.0,0.0,36.15954317525163,0.13618677042801555,0.20038910505836577,19,19,1.0,40,42295.77399688885,42295.77399688885,1.7611434262008485,514,519,True,True
2024,1248,Mexico City Grand Prix,9625,Race,11,Sergio PEREZ,Red Bull Racing,4,129.6,61.543,39.36,28.697,206.0,265,148.0,False,1,HARD,1,20,0,3.0,118.11359026369168,277.0,42.0,60.006078781746126,8095.58215010142,12485.0,4762.0,2035.7575003544337,24.265720081135903,100.0,0.0,35.22049325852746,0.12373225152129817,0.2028397565922921,17,17,1.0,31,42268.55110928936,42268.55110928936,1.8506288575444656,493,505,True,True
2024,1248,Mexico City Grand Prix,9625,Race,11,Sergio PEREZ,Red Bull Racing,5,129.209,61.757,37.22,30.232,229.0,204,87.0,False,1,HARD,1,20,0,4.0,116.31198347107438,294.0,36.0,70.1931792867362,8276.671487603306,12421.0,3947.0,2083.323846529296,27.929752066115704,100.0,0.0,39.17136571111692,0.17768595041322313,0.18801652892561985,13,13,1.0,39,42064.24505081239,42064.24505081239,1.8653214922463093,484,507,True,True
2024,1248,Mexico City Grand Prix,9625,Race,11,Sergio PEREZ,Red Bull Racing,6,110.79,39.735,41.433,29.622,180.0,206,257.0,False,1,HARD,1,20,0,5.0,138.8430913348946,285.0,44.0,64.54667151417183,8961.796252927401,12125.0,4695.0,1973.7766372506417,39.175644028103044,100.0,0.0,40.57109372031411,0.23185011709601874,0.26697892271662765,24,24,1.0,40,42338.330681736086,42338.330681736086,1.933076453475896,427,426,True,True
2024,1248,Mexico City Grand Prix,9625,Race,11,Sergio PEREZ,Red Bull Racing,7,83.003,29.289,32.274,21.44,271.0,277,330.0,False,1,HARD,1,20,0,6.0,180.32013201320132,332.0,62.0,80.45280163593858,9448.841584158416,11838.0,5066.0,1921.4736767429242,48.76237623762376,100.0,0.0,44.394975301009644,0.36303630363036304,0.27722772277227725,11,11,1.0,33,42388.00823753764,42388.00823753764,1.8976129608418988,303,315,True,True
2024,1248,Mexico City Grand Prix,9625,Race,11,Sergio PEREZ,Red Bull Racing,8,83.206,29.231,32.518,21.457,272.0,283,328.0,False,1,HARD,1,20,0,7.0,181.20987654320987,328.0,61.0,78.48235880243811,9441.975308641975,11997.0,5012.0,1914.0203355945175,53.95061728395062,100.0,0.0,44.640235749457105,0.41975308641975306,0.24074074074074073,9,9,0.36419753086419754,27,42262.51735000394,42262.51735000394,1.8959310503976532,324,321,True,True
2024,1248,Mexico City Grand Prix,9625,Race,11,Sergio PEREZ,Red Bull Racing,9,83.091,28.851,32.681,21.559,290.0,285,340.0,False,1,HARD,1,20,0,8.0,183.7596153846154,352.0,61.0,83.18501489100169,9477.46794871795,12393.0,5004.0,2050.677862973769,51.91346153846154,100.0,0.0,44.59319912868522,0.391025641025641,0.2564102564102564,11,11,0.44871794871794873,26,42285.82442831973,42285.82442831973,1.9321154478193376,312,303,True,True
2024,1248,Mexico City Grand Prix,9625,Race,11,Sergio PEREZ,Red Bull Racing,10,83.138,28.797,32.794,21.547,266.0,286,342.0,False,1,HARD,1,20,0,9.0,183.81967213114754,353.0,62.0,82.58315395966231,9543.12131147541,12433.0,5078.0,2040.1311437366428,51.69508196721311,100.0,0.0,44.4016925767679,0.38688524590163936,0.26885245901639343,10,10,0.4459016393442623,25,41882.492261474945,41882.492261474945,1.8950046334164337,305,308,True,True
