season,meeting_key,meeting_name,meeting_date_start,meeting_day,meeting_month,session_key,session_name,driver_number,driver_name,team_name,lap_number,lap_duration,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,st_speed,is_pit_out_lap,weather_date,track_temperature,air_temperature,circuit_speed_class,stint_number,compound,stint_lap_start,stint_lap_end,tyre_age_at_start,tyre_age_at_lap,avg_speed,max_speed,min_speed,speed_std,avg_rpm,max_rpm,min_rpm,rpm_std,avg_throttle,max_throttle,min_throttle,throttle_std,full_throttle_pct,brake_pct,brake_events,hard_brake_events,drs_pct,gear_changes,distance_traveled,trajectory_length,trajectory_variation,telemetry_points,trajectory_points,has_telemetry,has_trajectory
2024,1233,Chinese Grand Prix,2024-04-19T03:30:00+00:00,19,4,9673,Race,22,Yuki TSUNODA,RB,1,110.911,33.097,32.609,45.205,285.0,274.0,322.0,False,2024-04-21 07:03:06.929000+00:00,30.5,18.9,medium,1,SOFT,1,8,0,0.0,175.41105769230768,324.0,0.0,78.22331059240035,9861.673076923076,12452.0,4122.0,1682.7304573697368,57.39182692307692,100.0,0.0,42.08448268900087,0.40384615384615385,0.21875,20,20,1.0,53,53061.89002304774,53061.89002304774,1.8535931722760672,416,418,True,True
2024,1233,Chinese Grand Prix,2024-04-19T03:30:00+00:00,19,4,9673,Race,22,Yuki TSUNODA,RB,2,103.674,27.489,31.573,44.612,276.0,266.0,337.0,False,2024-04-21 07:05:06.929000+00:00,31.1,18.8,medium,1,SOFT,1,8,0,1.0,188.68341708542712,338.0,56.0,75.43861877310505,10093.821608040202,12026.0,5146.0,1581.1313521015322,58.95477386934673,100.0,0.0,42.39610967295379,0.41457286432160806,0.19095477386934673,12,12,0.2135678391959799,49,53682.19361639875,53682.19361639875,1.787621291900311,398,397,True,True
2024,1233,Chinese Grand Prix,2024-04-19T03:30:00+00:00,19,4,9673,Race,22,Yuki TSUNODA,RB,3,103.136,27.279,31.38,44.477,272.0,264.0,334.0,False,2024-04-21 07:07:06.930000+00:00,31.0,18.7,medium,1,SOFT,1,8,0,2.0,187.92091836734693,335.0,59.0,75.80399921584471,9956.326530612245,12256.0,5311.0,1829.0356847899118,56.00765306122449,100.0,0.0,43.572452477454625,0.37755102040816324,0.1989795918367347,9,9,0.21428571428571427,43,53499.43797288642,53499.43797288642,1.7638648521359597,392,397,True,True
2024,1233,Chinese Grand Prix,2024-04-19T03:30:00+00:00,19,4,9673,Race,22,Yuki TSUNODA,RB,4,103.095,27.329,31.304,44.462,273.0,263.0,335.0,False,2024-04-21 07:09:06.937000+00:00,31.0,18.8,medium,1,SOFT,1,8,0,3.0,186.47117794486215,336.0,58.0,77.09102484495213,9868.353383458647,12037.0,4967.0,1857.7265926839839,56.581453634085214,100.0,0.0,43.37298463771186,0.38847117794486213,0.21804511278195488,9,9,0.21052631578947367,42,53583.258482251484,53583.258482251484,1.7569054152804564,399,386,True,True
2024,1233,Chinese Grand Prix,2024-04-19T03:30:00+00:00,19,4,9673,Race,22,Yuki TSUNODA,RB,5,103.657,27.539,31.589,44.529,271.0,263.0,334.0,False,2024-04-21 07:11:06.939000+00:00,30.5,19.0,medium,1,SOFT,1,8,0,4.0,185.1340206185567,334.0,57.0,76.08691840175855,9856.605670103092,12251.0,4976.0,1902.38726359527,56.11340206185567,100.0,0.0,43.75567740214772,0.3788659793814433,0.22164948453608246,11,11,0.17268041237113402,38,53615.173720248655,53615.173720248655,1.7841331956698618,388,395,True,True
2024,1233,Chinese Grand Prix,2024-04-19T03:30:00+00:00,19,4,9673,Race,22,Yuki TSUNODA,RB,6,103.669,27.431,31.581,44.657,272.0,263.0,334.0,False,2024-04-21 07:12:06.936000+00:00,30.7,19.0,medium,1,SOFT,1,8,0,5.0,185.55528255528256,334.0,57.0,75.98507072657833,9863.59950859951,12598.0,4979.0,1875.7454627642949,57.1007371007371,100.0,0.0,43.60113127093529,0.3931203931203931,0.2113022113022113,9,9,0.13267813267813267,41,53411.49186329832,53411.49186329832,1.7837351202442375,407,394,True,True
2024,1233,Chinese Grand Prix,2024-04-19T03:30:00+00:00,19,4,9673,Race,22,Yuki TSUNODA,RB,7,103.951,27.667,31.349,44.935,271.0,264.0,318.0,False,2024-04-21 07:14:06.934000+00:00,31.0,19.0,medium,1,SOFT,1,8,0,6.0,183.53061224489795,318.0,56.0,76.19449523231182,9766.586734693878,12130.0,4934.0,1916.4027240223695,57.41581632653061,100.0,0.0,42.59596673978507,0.38010204081632654,0.20153061224489796,10,10,0.0,42,53579.25758802202,53579.25758802202,1.7831196729443428,392,408,True,True
2024,1233,Chinese Grand Prix,2024-04-19T03:30:00+00:00,19,4,9673,Race,22,Yuki TSUNODA,RB,8,108.43,27.732,31.342,49.356,268.0,264.0,316.0,False,2024-04-21 07:16:06.928000+00:00,30.7,19.0,medium,1,SOFT,1,8,0,7.0,179.84520884520884,317.0,56.0,77.25682699502792,9757.132678132679,12411.0,4835.0,1920.634384623729,57.90909090909091,100.0,0.0,43.08626956435286,0.3882063882063882,0.2285012285012285,10,10,0.0,45,54608.65970875778,54608.65970875778,1.7941694917475928,407,428,True,True
2024,1233,Chinese Grand Prix,2024-04-19T03:30:00+00:00,19,4,9673,Race,22,Yuki TSUNODA,RB,9,119.845,46.224,30.167,43.454,268.0,266.0,312.0,True,2024-04-21 07:18:06.937000+00:00,30.7,19.0,medium,2,MEDIUM,9,23,0,0.0,164.29464285714286,313.0,0.0,81.47906045561395,9371.91294642857,12272.0,3411.0,2137.574028378123,61.439732142857146,100.0,0.0,40.32563802435257,0.35267857142857145,0.19196428571428573,13,13,0.0,43,53689.95896023156,53689.95896023156,1.951411591795269,448,467,True,True
2024,1233,Chinese Grand Prix,2024-04-19T03:30:00+00:00,19,4,9673,Race,22,Yuki TSUNODA,RB,10,102.171,27.086,30.779,44.306,,264.0,313.0,False,2024-04-21 07:20:06.940000+00:00,30.6,19.0,medium,2,MEDIUM,9,23,0,1.0,189.99739583333334,315.0,55.0,74.73726545295179,10047.546875,12289.0,4853.0,1788.8502629979218,61.911458333333336,100.0,0.0,42.37951640088952,0.4427083333333333,0.2578125,9,9,0.059895833333333336,42,53329.16638917892,53329.16638917892,1.7711898987326458,384,397,True,True
